title,abstract,authors,year,venue,doi,citationCount,pool,old_include,idx,decision
Dynamic urban traffic rerouting with fog?cloud reinforcement learning,"Dynamic rerouting has been touted as a solution for urban traffic congestion. However, its implementation is stymied by the complexity of urban traffic. To address this, recent studies suggest the efficacy of novel technologies like fog computing and deep reinforcement learning. However, there exist significant challenges in this regard: (1) sorting massive amounts of data associated with large urban networks, (2) large action space that hinders learning efficiency, (3) impairment of rerouting efficacy due to overreliance on regional/local information, and (4) the issue of congestion shifting. To overcome these challenges, this paper presents a novel two‐step approach that integrates graph attention Q network (GAQ) with entropy‐balanced k shortest path (EBkSP) via fog‐cloud information framework to carry out vehicle rerouting in dynamic traffic environments typical of large cities. The first challenge is addressed by GAQ that uses attention mechanism to evaluate traffic and assign region indices based on the relative importance of information. The second challenge is addressed using fog nodes that reduce the action space, and the third is addressed using fog computing combined with cloud computing to facilitate the computation of global optimal information in a centralized planning decentralized execution pattern. The fourth challenge is addressed using EBkSP, which identifies vehicle optimal routes based on route popularity and vehicle priority. After conducting a numerical experiment involving two other cutting‐edge vehicle rerouting models as baselines, it was established that the proposed model delivers results that are 14%–54% superior from perspectives of the mean travel speed and congestion. The superior efficacy of the proposed learning‐based (compared to rule‐based) models is pronounced when rerouting ratios are low. As the rerouting ratio increases, both the learning‐based and rule‐based model outcomes exhibit reduced likelihoods of severe congestion. However, the learning‐based model consistently outperforms the rule‐based model across all scenarios. The proposed model can effectively reroute vehicles under different situations of rerouting ratio and total count of vehicles and can help improve traffic mobility and reduce congestion in urban areas. It can be implemented easily by urban road agencies.",,2023,Comput. Aided Civ. Infrastructure Eng.,,19.0,old,0.0,38,include
A Deep Reinforcement Learning Framework for Real-Time Vehicle Routing with Dynamic Traffic Conditions,"Urban route planning is a critical challenge for Autonomous Vehicles (AVs) due to the high variability of traffic conditions and the topological complexity of road networks. Traditional routing systems often rely on static maps or algorithms that do not account for the temporal evolution of traffic, resulting in suboptimal solutions in real-world scenarios. This work proposes a Deep Reinforcement Learning (DRL) based framework for optimal path generation in realistic urban environments, leveraging historical traffic data provided by TomTom APIs. The road network of the city of Bari is used as a case study, and traffic conditions are modeled across three distinct time slots to capture typical daily traffic fluctuations. The routing problem is formally modeled as a Markov Decision Process, where the agent interacts with a dynamic environment and learns a policy that minimizes travel time and avoids congestion. The agent is trained using the Proximal Policy Optimization algorithm, a state-of-the-art actor-critic method that ensures stable learning in complex environments. The simulation environment is built using Simulation of Urban MObility, with traffic flows generated coherently with the data collected from TomTom. Experimental results show that the agent trained with time-dependent traffic information outperforms static-data-based strategies, demonstrating the effectiveness of the proposed approach for intelligent and adaptive transportation systems.",,2025,2025 IEEE International Conference on Recent Advances in Systems Science and Engineering (RASSE),,0.0,both,1.0,39,include
Adaptive Reinforcement Learning Framework for Environmentally Sustainable Route Optimization,"In the era of rapid urbanization and environmental challenges, achieving sustainable transportation solutions has become a critical focus for researchers and policymakers. This paper proposes an adaptive reinforcement learning frame-work for environmentally sustainable route optimization utilizing the Proximal Policy Optimization (PPO) approach. The proposed framework integrates live traffic updates, road-conditions, weather information and emissions metrics to dynamically adjust routes, minimizing travel time and environmental impact. A reward function is designed to prioritize emission reduction, fuel efficiency, and travel time, with adaptive weights that shift based on changing environmental priorities. Extensive evaluations are conducted, comparing the proposed PPO-based framework with existing methods such as Deep Q-Networks (DQN), Genetic Algorithm, A*, and Hybrid RL-Metaheuristics. The results demonstrate significant improvements in fuel efficiency (35.2%), emission reduction (40.8%), and travel time reduction (30.5%) compared to other methods. The framework's adaptability and real-time decision-making capabilities make it highly suitable for large-scale, dynamic transportation networks. This study highlights the potential of reinforcement learning in transforming route optimization into a sustainable and data-driven process, offering a scalable solution for smart cities and future mobility systems.",,2025,International Conference Intelligent Data Communication Technologies and Internet Things,,1.0,old,1.0,40,include
Deep Q-Learning-based Route Optimization for Traffic Network,"This paper presents a Deep Q-Learning (DQL) approach to enhance traffic rerouting in urban vehicular networks. The objective is to develop a dynamic route planning system that adapts to real-time traffic conditions using AI-based decision-making. Traffic congestion in Malaysia cities highlights the limitations of static route planning that lacks responsiveness to fluctuating travel demand and localized congestion. This study addresses the need for intelligent rerouting by manipulating learning-based models while controlling key traffic variables such as speed, acceleration, vehicle position, and travel time. The aim is to develop and evaluate an intelligent rerouting system that is capable of minimizing traffic delays and improving vehicular flow efficiency. This is achieved by integrating Simulation of Urban Mobility (SUMO) with MATLAB via Python Traffic Control Interface (TraCI) and User Datagram Protocol (UDP) sockets that enable real-time monitoring and data exchange. A deep Q-Learning agent was trained to make rerouting decisions based on live vehicle state inputs and traffic conditions, then the agent’s reward function was designed to reduce congestion. Quantitative evaluations show that DQL-based rerouting achieves 22% reduction in average travel time compared to conventional shortest-path routing. The proposed method demonstrates the potential of Deep Reinforcement Learning to solve complex travel problems. This work contributes toward intelligent transportation systems in smart cities which enable adaptive and scalable traffic control framework.",,2025,International Conference on Artificial Intelligence in Engineering and Technology,,0.0,old,0.0,41,include
Urban Multiple Route Planning Model Using Dynamic Programming in Reinforcement Learning,"With the development of the economy and the acceleration of urbanization, traffic congestion has become a worldwide problem. Advances in mobile Internet and sensor technologies have increased real-time data sharing, providing a new opportunity for urban route planning. However, due to the difficulty of handling complex global information, making correct decisions in large-scale and complex traffic environments is a problem that urgently needs to be solved. In this paper, a multiple route planning model (multi-route dynamic programming (DP) model) is proposed to solve the urban route planning problem with traffic flow information. In particular, we adopt the DP algorithm in this model, design a reward function suitable for urban path planning problems, and generate multiple routes based on the Q values. In addition, we design different scenarios using real-world road networks to test our model. Through the experiments, we demonstrate that our model has the potential to yield optimal results under large-scale scenarios with high efficiency. The advantages of integrating the distance contribution index (DCI) in the reward function are also elaborated. Moreover, our model can provide alternative routes to divert traffic from the optimal route, thus mitigating the congestion drift problem.",,2021,IEEE transactions on intelligent transportation systems (Print),,39.0,old,0.0,42,include
GAQ-EBkSP: A DRL-based Urban Traffic Dynamic Rerouting Framework using Fog-Cloud Architecture,"Dynamic rerouting framework can improve urban traffic management by mitigating urban traffic congestion. Emerging technologies such as fog-computing offers low-latency capabilities and facilitates the information exchange between the vehicles and infrastructure systems, and this fosters dynamic rerouting efficiency. In this study, a 2 stage-method combining GAQ (Graph Attention Network- Deep Q Learning) and EBkSP (Entropy Based $k$ Shortest Path) is proposed using a fog-cloud architecture to reroute the vehicles in a dynamic urban environment to achieve improved travel efficiency. First, GAQ analyzes the traffic conditions on each road and for each fog area and assigns a road index based on the information attention from both local and neighboring areas. Second, the route for each vehicle is assigned using EBkSP based on the vehicle priority and route popularity. The results demonstrate attainment of higher speed and lower total travel time for each vehicle in the network, thereby indicating the efficacy of the proposed framework in dynamic rerouting.",,2021,2021 IEEE International Smart Cities Conference (ISC2),,15.0,both,1.0,44,include
Providing real-time en-route suggestions to CAVs for congestion mitigation: A two-way deep reinforcement learning approach,"This research investigates the effectiveness of information provision for congestion reduction in Connected Autonomous Vehicle (CAV) systems. The inherent advantages of CAVs, such as vehicle-to-everything communication, advanced vehicle autonomy, and reduced human involvement, make them conducive to achieving Correlated Equilibrium (CE). Leveraging these advantages, this research proposes a reinforcement learning framework involving CAVs and an information provider, where CAVs conduct real-time learning to minimize their individual travel time, while the information provider offers real-time route suggestions aiming to minimize the system’s total travel time. The en-route routing problem of the CAVs is formulated as a Markov game and the information provision problem is formulated as a single-agent Markov decision process. Then, this research develops a customized two-way deep reinforcement learning approach to solve the interrelated problems, accounting for their unique characteristics. More-over, CE has been formulated within the proposed framework. Theoretical analysis rigorously proves the realization of CE and that the proposed framework can effectively mitigate congestion without compromising individual user optimality. Numerical results demonstrate the effectiveness of this approach. Our research contributes to the advancement of congestion reduction strategies in CAV systems with the mitigation of the conflict between system-level and individual-level goals using CE as a theoretical foundation. The results highlight the potential of information provision in fostering coordination and correlation among CAVs, thereby enhancing traffic efficiency and achieving system-level goals in smart transportation.",,2024,Transportation Research Part B: Methodological,,3.0,old,0.0,45,include
Real-time system optimal traffic routing under uncertainties - Can physics models boost reinforcement learning?,"System optimal traffic routing can mitigate congestion by assigning routes for a portion of vehicles so that the total travel time of all vehicles in the transportation system can be reduced. However, achieving real-time optimal routing poses challenges due to uncertain demands and unknown system dynamics, particularly in expansive transportation networks. While physics model-based methods are sensitive to uncertainties and model mismatches, model-free reinforcement learning struggles with learning inefficiencies and interpretability issues. Our paper presents TransRL, a novel algorithm that integrates reinforcement learning with physics models for enhanced performance, reliability, and interpretability. TransRL begins by establishing a deterministic policy grounded in physics models, from which it learns from and is guided by a differentiable and stochastic teacher policy. During training, TransRL aims to maximize cumulative rewards while minimizing the Kullback Leibler (KL) divergence between the current policy and the teacher policy. This approach enables TransRL to simultaneously leverage interactions with the environment and insights from physics models. We conduct experiments on three transportation networks with up to hundreds of links. The results demonstrate TransRL's superiority over traffic model-based methods for being adaptive and learning from the actual network data. By leveraging the information from physics models, TransRL consistently outperforms state-of-the-art reinforcement learning algorithms such as proximal policy optimization (PPO) and soft actor critic (SAC). Moreover, TransRL's actions exhibit higher reliability and interpretability compared to baseline reinforcement learning approaches like PPO and SAC.",,2024,Transportation Research Part C: Emerging Technologies,,13.0,old,0.0,46,include
Network-Constrained Policy Optimization for Adaptive Multi-agent Vehicle Routing,"Traffic congestion in urban road networks leads to longer trip times and higher emissions, especially during peak periods. While the Shortest Path First (SPF) algorithm is optimal for a single vehicle in a static network, it performs poorly in dynamic, multi-vehicle settings, often worsening congestion by routing all vehicles along identical paths. We address dynamic vehicle routing through a multi-agent reinforcement learning (MARL) framework for coordinated, network-aware fleet navigation. We first propose Adaptive Navigation (AN), a decentralized MARL model where each intersection agent provides routing guidance based on (i) local traffic and (ii) neighborhood state modeled using Graph Attention Networks (GAT). To improve scalability in large networks, we further propose Hierarchical Hub-based Adaptive Navigation (HHAN), an extension of AN that assigns agents only to key intersections (hubs). Vehicles are routed hub-to-hub under agent control, while SPF handles micro-routing within each hub region. For hub coordination, HHAN adopts centralized training with decentralized execution (CTDE) under the Attentive Q-Mixing (A-QMIX) framework, which aggregates asynchronous vehicle decisions via attention. Hub agents use flow-aware state features that combine local congestion and predictive dynamics for proactive routing. Experiments on synthetic grids and real urban maps (Toronto, Manhattan) show that AN reduces average travel time versus SPF and learning baselines, maintaining 100% routing success. HHAN scales to networks with hundreds of intersections, achieving up to 15.9% improvement under heavy traffic. These findings highlight the potential of network-constrained MARL for scalable, coordinated, and congestion-aware routing in intelligent transportation systems.",,2025,arXiv.org,,0.0,old,0.0,47,include
A Data-Driven Reinforcement Learning Based Multi-Objective Route Recommendation System,"Driving route recommendation systems have been becoming popular due to high demands on such systems and their high socio-economic impacts. Existing route recommendation systems cannot provide a well-balanced route by considering the user preference on multiple criteria or make route recommendation in a short time. This paper presents a multi-objective route recommendation system considering three different attributes (i.e., fuel consumption, travel time, and air quality). The proposed route recommendation system uses the Q-learning based reinforcement learning algorithm to leverage the available datasets to make route recommendations in a timely manner. First, we build a road network graph using a publicly available map service (i.e., OpenStreetMap) and other real-world datasets on traffic, weather, and air substances. Second, we utilize the existing predictors for air quality, travel time, and fuel consumption estimations to update the road network graph periodically. Third, we design the route recommendation system using the Q-learning reinforcement learning approach considering the given user’s preference for travel time, fuel consumption, and air quality. To evaluate the proposed approach’s performance, we conduct experimental evaluations based on the real-world datasets with publicly available map service.",,2020,IEEE International Conference on Mobile Adhoc and Sensor Systems,,19.0,old,0.0,49,include
Emergency vehicle rescue route optimization based on deep reinforcement learning in highway network,"Rescue route planning for emergency vehicles (EVs) is one of the most important tasks for emergency response. However, traditional methods face challenges in addressing the complex information in modern traffic environments. To ensure the prompt arrival of EVs, this paper proposes a deep reinforcement learning-based method to optimize the rescue routes of EVs on the highway. Specifically, to align with the emergency transportation business, an emergency transportation map based on the road network node graph is first constructed. To improve the convergence speed of the algorithm, the action masking technique is applied to reduce the dimension of the action space during the decision-making of the agent to avoid invalid exploration. Additionally, to help the agent learn the spatio-temporal benefits throughout the entire dispatch cycle, road network nodes are prioritized based on the spatial transfer scale, and a corresponding reward scheme is designed. These improvements, when combined with the agent's learning mechanism, can assist them optimize rescue routes in a more efficient action space. Validation is carried out through simulation examples, and the results show that the approach presented in this paper can find the shortest time-consuming rescue route. Furthermore, the proposed improvements enhance the convergence performance of the algorithm.",,2024,Other Conferences,,1.0,old,0.0,50,include
Autonomous Vehicle Routing Optimization in a Competitive Environment: A Reinforcement Learning Application,,,2018,International Conference on Transportation and Development 2018,,3.0,old,1.0,51,include
Multi-objective route recommendation method based on Q-learning algorithm,"With the continuous expansion of city scale and the advancement of transportation technology, route recommendations have become an increasingly common concern in academic and engineering circles. Research on route recommendation technology can significantly satisfy the travel demands of residents and city operations, thereby promoting the construction of smart cities and the development of intelligent transportation. However, most current route recommendation methods focus on generating a route satisfying a single objective attribute and fail to comprehensively consider other types of objective attributes or user preferences to generate personalized recommendation routes. This study proposes a multi-objective route recommendation method based on the reinforcement learning algorithm Q-learning, that comprehensively considers multiple objective attributes, such as travel time, safety risk, and COVID-19 risk, and generates recommended routes that satisfy the requirements of different scenarios by combining user preferences. Simultaneously, to address the problem that the Q-learning algorithm has low iteration efficiency and easily falls into the local optimum, this study introduces the dynamic exploration factor σ and initializes the value function in the road network construction process. The experimental results show that, when compared to other traditional route recommendation algorithms, the recommended path generated by the proposed algorithm has a lower path cost, and based on its unique Q-value table search mechanism, the proposed algorithm can generate the recommended route almost in real time.",,2022,Journal of Intelligent & Fuzzy Systems,,1.0,old,0.0,52,include
Agent-Based Route Planning with Deep Q Learning,"Solving traffic congestion is one of the most important and complex problems, as it causes chaos in metropolitans, especially during rush hours. Traditional methods that continue to be used have proven to be inadequate, and as a result, the developing technology has affected all areas as well as the solutions to the traffic control problem. Intelligent Transportation Systems have emerged with the development of artificial intelligence and communication technologies. This study aims to reduce time in traffic by using an agent-based route planning method with deep Q learning. An agent which acts as a taxi in the generated traffic flow is also used to demonstrate the efficiency of the proposed method in taxi service. It is aimed to be able to comprehend the actions to be implemented in order to complete the given task in an effective way with deep Q learning, considering criteria such as travel time and waiting time for passengers as performance criteria in different scenarios.",,2021,International Conference on Electrical and Electronics Engineering,,1.0,old,0.0,53,include
Urban traffic dynamic rerouting framework: A DRL-based model with fog-cloud architecture,"Past research and practice have demonstrated that dynamic rerouting framework is effective in mitigating urban traffic congestion and thereby improve urban travel efficiency. It has been suggested that dynamic rerouting could be facilitated using emerging technologies such as fog-computing which offer advantages of low-latency capabilities and information exchange between vehicles and roadway infrastructure. To address this question, this study proposes a two-stage model that combines GAQ (Graph Attention Network - Deep Q Learning) and EBkSP (Entropy Based k Shortest Path) using a fog-cloud architecture, to reroute vehicles in a dynamic urban environment and therefore to improve travel efficiency in terms of travel speed. First, GAQ analyzes the traffic conditions on each road and for each fog area, and then assigns a road index based on the information attention from both local and neighboring areas. Second, EBkSP assigns the route for each vehicle based on the vehicle priority and route popularity. A case study experiment is carried out to investigate the efficacy of the proposed model. At the model training stage, different methods are used to establish the vehicle priorities, and their impact on the results is assessed. Also, the proposed model is tested under various scenarios with different ratios of rerouting and background (non-rerouting) vehicles. The results demonstrate that vehicle rerouting using the proposed model can help attain higher speed and reduces possibility of severe congestion. This result suggests that the proposed model can be deployed by urban transportation agencies for dynamic rerouting and ultimately, to reduce urban traffic congestion.",,2021,arXiv.org,,0.0,old,0.0,54,include
Realtime vehicle route optimisation via DQN for sustainable and resilient urban transportation network,"Traffic congestion has become one of the most serious contemporary city issues for urban transportation network as it leads to unnecessary high energy consumption, air pollution and extra travelling time. During this decade, many optimization algorithms have been designed to achieve the optimal usage of existing roadway capacity in cities to leverage the problem. However, it is still a challenging task for the vehicles to interact with the complex city environment in a real time manner. In this thesis, we propose a deep reinforcement learning (DRL) method to build a real-time intelligent vehicle navigation system for sustainable and resilient urban transportation network. We designed two rewards methods travel time based and vehicle emissions impact (VEI) based which aim to reduce the travel time for emergency vehicle (resilience), and reduce vehicle emissions for general vehicle (sustainability). In the experiment, several realistic traffic scenarios are simulated by SUMO to test the proposed navigation method. The experimental results have demonstrated the efficient convergence of the vehicle navigation agents and their effectiveness to make optimal decisions under the volatile traffic conditions. Travel time based reward schema perform better in reducing travel time however VEI based show better result in reducing vehicle emissions. Furthermore, the results also show that the proposed method has huge potential to provide a better navigation solution comparing with the benchmark routing optimisation algorithms.",,2020,,,1.0,old,1.0,56,include
Optimizing Traffic Routes With Enhanced Double Q-Learning,"Traffic management has become a major issue in urban planning due to the increasing number of vehicles on urban roads. In this study, we introduce a novel approach using the Reinforcement Learning (RL) technique to address the vehicle routing problem (VRP). We explored the effectiveness of Double Q‐Learning enhanced by Prioritized Experience Replay (DQL‐PER) in optimizing vehicle routing to shorten travel times and reduce congestion. Using the Simulation of Urban Mobility (SUMO), this method manipulates traffic flow during peak hours to improve urban mobility. DQL‐PER stands out due to its superior performance in managing complex traffic systems characterized by multiple interconnected variables and dynamic conditions inherent in urban traffic networks. Compared to standard Q‐learning, DQL‐PER reduces overestimation bias and facilitates faster convergence toward optimal solutions. This paper includes a comparison between DQL‐PER and other RL methods, namely Q‐learning, Double Q‐learning (DQL), and deep Q‐network (DQN), demonstrating its benefits through simulations and analysis. We also perform a scalability analysis to evaluate the algorithm's performance across network sizes, with node counts , showing that DQL‐PER performs exhaustively over larger networks, demonstrating its scalability potential. DQL‐PER offers a scalable solution with the potential to transform urban transportation systems.",,2025,IET Intelligent Transport Systems,,7.0,old,0.0,57,include
Multi-agent deep reinforcement learning based on cloud-edge computing for urban vehicle route guidance,,,2025,Cluster Computing,,2.0,old,0.0,58,include
Meta-deep q-learning for eco-routing,"In this paper, a multi-objective deep Q-learning (MOM-DQL) method is developed for solving eco- routing problem in a signalized traffic network. The problem is formulated as dynamic multi- objective Markov decision processes (MOMDPs). MOM- DQL can explore the optimal eco-routes with respect to driversâ€™ different preferences on saving travel time and fuel. The MOM-DQL agent is trained under a series of learning environments that are based on historical vehicle trajectories, fuel consumption, and traffic signal status in the remote data center. The model that represents the action value function of the historical dynamic driving conditions can be downloaded to the vehicle requesting eco-routing service. The model can quickly adapt to the most recent driving condition through online one-shot learning and predict the optimal eco-routes for the subsequent unseen driving condition of the signalized traffic network. Simulation shows that the MOM-DQL method can discover the optimal eco-routes, and saves 52% travel time and 33% fuel, compared to the shortest-path strategy that is widely used in navigation systems.",,2019,2019 IEEE 2nd Connected and Automated Vehicles Symposium Cavs 2019 Proceedings,,8.0,both,0.0,59,include
Sharing diverse information gets driver agents to learn faster: an application in en route trip building,"With the increase in the use of private transportation, developing more efficient ways to distribute routes in a traffic network has become more and more important. Several attempts to address this issue have already been proposed, either by using a central authority to assign routes to the vehicles, or by means of a learning process where drivers select their best routes based on their previous experiences. The present work addresses a way to connect reinforcement learning to new technologies such as car-to-infrastructure communication in order to augment the drivers knowledge in an attempt to accelerate the learning process. Our method was compared to both a classical, iterative approach, as well as to standard reinforcement learning without communication. Results show that our method outperforms both of them. Further, we have performed robustness tests, by allowing messages to be lost, and by reducing the storage capacity of the communication devices. We were able to show that our method is not only tolerant to information loss, but also points out to improved performance when not all agents get the same information. Hence, we stress the fact that, before deploying communication in urban scenarios, it is necessary to take into consideration that the quality and diversity of information shared are key aspects.",,2021,Peerj Computer Science,,3.0,old,0.0,60,include
Regional route guidance with realistic compliance patterns: Application of deep reinforcement learning and MPC,"Solving link-based route guidance problems for large-scale networks is computationally challenging and faces practical issues, such as spatial–temporal data coverage. Thus, regional route guidance has emerged as a promising strategy, which utilizes regional approaches (i.e., network-level macroscopic traffic models) to capture traffic dynamics. Existing regional route guidance models have mainly focused on macroscopic flows and aggregated splitting rates, employing uniformly sampled vehicles as controllable targets. These models, however, overlook the inherent nature of individual drivers’ compliance. It may deteriorate the guidance performance as existing route guidance models cannot effectively generate customized route plans for compliant vehicles. This paper aims to introduce a regional route guidance framework with the utilization of different solution approaches, i.e. model-based and data-driven, considering the compliance pattern. In particular, MPC-based and deep reinforcement learning-based schemes are proposed for the information service provider to send customized route plans to compliant individuals. Within each solution approach, different route guidance strategies are developed for specific purposes and evaluated through numerical experiments under low- and high-congestion scenarios. Besides, the trade-off between total travel time and average trip length is studied, wherein the balance reward in a deep reinforcement learning-based approach enables controllable agents to reduce trip costs while compromising partial system utility. The findings indicate the effectiveness of the proposed strategies in alleviating network congestion. Additionally, multi-agent approaches outperform single-agent ones, highlighting the benefits of cooperative decision-making in traffic management.",,2024,Transportation Research Part C: Emerging Technologies,,32.0,old,1.0,62,include
A multiagent reinforcement learning approach to en-route trip building,,,2016,2016 IEEE International Joint Conference on Neural Networks (IJCNN),,28.0,old,1.0,63,include
Connected vehicles' dynamic route planning based on reinforcement learning,,,2023,Future Generation Computer Systems,,14.0,old,1.0,64,include
A reinforcement learning scheme for the equilibrium of the in-vehicle route choice problem based on congestion game,"Abstract In this paper, the Bush–Mosteller (B-M) reinforcement learning (RL) scheme is introduced to model the route choice behaviors of the travelers in traffic networks, who aim to seek the optimal travel routes that minimize their individual travel time. The optimal route choice strategy is presented by the Nash equilibrium of the congestion game. By constructing a novel potential function, the congestion game is transformed into the traffic assignment problem (TAP). Then, a distributed algorithm based on B-M RL scheme is devised to solve the TAP. Under some mild conditions, the B-M RL solution method is proven to converge almost surely to the optimal solution of the TAP. A numerical experiment is conducted based on the Nguyen–Dupuis network, the experimental results not only demonstrate the effectiveness of the theoretical analysis, but also show that the B-M RL-based solution method outperforms several existing solution methods.",,2020,Applied Mathematics and Computation,,53.0,old,1.0,66,include
Robust Route Planning with Distributional Reinforcement Learning in a Stochastic Road Network Environment,"Route planning is essential to mobile robot navigation problems. In recent years, deep reinforcement learning (DRL) has been applied to learning optimal planning policies in stochastic environments without prior knowledge. However, existing works focus on learning policies that maximize the expected return, the performance of which can vary greatly when the level of stochasticity in the environment is high. In this work, we propose a distributional reinforcement learning based framework that learns return distributions which explicitly reflect environmental stochasticity. Policies based on the second-order stochastic dominance (SSD) relation can be used to make adjustable route decisions according to user preference on performance robustness. Our proposed method is evaluated in a simulated road network environment, and experimental results show that our method is able to plan the shortest routes that minimize stochasticity in travel time when robustness is preferred, while other state-of-the-art DRL methods are agnostic to environmental stochasticity.",,2023,2023 20th International Conference on Ubiquitous Robots (UR),,3.0,old,1.0,68,include
Deep Reinforcement Learning for Optimizing Route Planning in Urban Traffic,"Urban traffic networks are efficient route design problems due to the intricacy and dynamic character of contemporary cities. Conventional methods hamper real time adjustment to continually changing traffic conditions, thereby providing suboptimal routes, a greater burden on the roadways, and greater air pollution. This thesis presents a novel deep reinforcement learning (DRL) method to optimize the route planning for urban traffic networks. With this rendering of real time traffic data, we use DRL to make autonomous decisions to reduce travel time and congestion of routes. One advantage of using sophisticated neural networks for feature extraction and policy learning is that, since the model is so adaptable to changing traffic patterns, the model guarantees that. And, in comparison to common routing algorithms, the results of simulations using real world traffic data show that this method is able to greatly enhance route efficiency and overall traffic flow management. The suggested DRL based system is feasible as a smart city program based on intelligent transportation system which can scale to grand metropolitan regions. The research presents that DRL can enhance the commuter run experience, reduce the environmental effect, and alter urban transportation. Future study will also investigate how this system can be better optimized when integrated with traffic infrastructure enabled by the Internet of Things.",,2025,"2025 International Conference on Computational, Communication and Information Technology (ICCCIT)",,1.0,old,1.0,69,include
Vehicle-Infrastructure Cooperation Framework for Vehicle Navigation and Traffic Signal Control using Deep Reinforcement Learning,"As the number of vehicles continues to rise, traffic congestion has become a significant factor affecting travel efficiency. The development of intelligent connected technology offers new approaches for achieving coordinated optimization in road traffic. This study proposes a deep reinforcement learning-based vehicle–infrastructure cooperation framework to achieve cooperative control of vehicle navigation and traffic signals, aiming to minimize the impact of traffic congestion on road traffic efficiency. The tasks of vehicle navigation and signal control are modeled as a partially observable Markov decision process. Based on real-time road condition information, roadside agents can flexibly adjust signal phases, while vehicle agents determine the next routing step as vehicles approach intersections. Through communication cooperation, on-board units and roadside units can acquire more comprehensive and accurate traffic status information. Rewards for the vehicle navigation task, based on spatiotemporal dimensions, and for the pressure-based signal control task, ensure that reinforcement learning agents continuously improve their traffic efficiency optimization capabilities during training. The proposed method was implemented and evaluated in the SUMO (Simulation of Urban MObility) simulator under low, medium, and high traffic demand conditions and compared with other baseline methods. The study also analyzed the impact of reward design, the training sequence, and the intelligent connectivity penetration rate on the effectiveness of the framework, demonstrating the effectiveness and robustness of the proposed vehicle–infrastructure collaborative optimization framework in improving network traffic efficiency.",,2025,Transportation Research Record,,0.0,old,0.0,75,include
VEGA: Electric Vehicle Navigation Agent via Physics-Informed Neural Operator and Proximal Policy Optimization,"We present VEGA, a vehicle-adaptive energy-aware routing system for electric vehicles (EVs) that integrates physics-informed parameter estimation with RL-based charge-aware path planning. VEGA consists of two copupled modules: (1) a physics-informed neural operator (PINO) that estimates vehicle-specific physical parameters-drag, rolling resistance, mass, motor and regenerative-braking efficiencies, and auxiliary load-from short windows of onboard speed and acceleration data; (2) a Proximal Policy Optimization (PPO) agent that navigates a charger-annotated road graph, jointly selecting routes and charging stops under state-of-charge constraints. The agent is initialized via behavior cloning from an A* teacher and fine-tuned with cirriculum-guided PPO on the full U.S. highway network with Tesla Supercharger locations. On a cross-country San Francisco-to-New York route (~4,860km), VEGA produces a feasible 20-stop plan with 56.12h total trip time and minimum SoC 11.41%. Against the controlled Energy-aware A* baseline, the distance and driving-time gaps are small (-8.49km and +0.37h), while inference is>20x faster. The learned policy generalizes without retraining to road networks in France and Japan.",,2025,arXiv.org,,0.0,old,0.0,76,include
Combining Car-to-Infrastructure Communication and Multi-Agent Reinforcement Learning in Route Choice,,,2016,ATT@IJCAI,,9.0,old,1.0,81,include
Applying Markov decision process to adaptive dynamic route selection model,"Routing technologies have long been available in many automobiles and smart phones, but the nearly random nature of traffic on road networks has always encouraged further efforts to improve the rel...",,2019,Proceedings of the Institution of Civil Engineers - Transport,,0.0,old,1.0,82,include
A Sustainable Multi-Agent Routing Algorithm for Vehicle Platoons in Urban Networks,"In this paper, a sustainable routing algorithm for vehicle platoons operating in smart urban networks is presented. The proposed approach makes use of deep reinforcement learning (DRL) and set-theoretic model predictive control (MPC). In particular, the learning process aims at reducing traffic congestion and  $CO_{2}$  emissions, whereas the MPC unit allows to adequately track the assigned path by using real-time traffic data. To adequately analyze the performance of the resulting control architecture, the SUMO and MATLAB environments are used to implement complex operating scenarios where road maps data and vehicle state trajectories can be shared and exchanged. Finally, numerical studies are provided by resorting to the SUMO environment and considering a platoon of five vehicles. The resulting simulation campaign puts in light the capability of the training process to significantly mitigate the  $CO_{2}$  emissions of the whole platoon: from a minimum of 3.7 % to a maximum of 13% with respect to the use of the well-known Dijkstra algorithm.",F. Giannini; G. Franzè; F. Pupo; G. Fortino,2023,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2023.3305463,25.0,gate1,,94,include
Distributed Learning for Vehicle Routing Decision in Software Defined Internet of Vehicles,"With the increasing number of vehicles, the traffic congestion is becoming more and more serious. In order to alleviate such a problem, this article considers transmission and inference delay of cloud centralized computing in the software defined Internet of Vehicles (SDIoV), and builds a new SDIoV architecture based on edge intelligence, for supporting real-time vehicle routing decision through distributed multi-agent reinforcement learning model. Then, a software defined device collaboration optimization method is designed to improve the efficiency of distributed training. Combined with multi-agent reinforcement learning, a distributed-learning-based vehicle routing decision algorithm (DLRD) is proposed to adaptively adjust vehicle routing online. The performed simulations show that the DLRD can successfully realize real-time routing decision for vehicles and alleviate traffic congestion with the dynamic changes of the road environment.",K. Lin; C. Li; Y. Li; C. Savaglio; G. Fortino,2021,IEEE Transactions on Intelligent Transportation Systems,10.1109/TITS.2020.3023958,56.0,gate1,,112,include
