title,abstract,authors,year,venue,doi,citationCount,pool,old_include,idx,decision
Artificial Intelligence Enabled Future Wireless Electric Vehicles with Multi-Model Learning and Decision Making Models,"In the contemporary era, driverless vehicles are a reality due to the proliferation of distributed technologies, sensing technologies, and Machine to Machine (M2M) communications. However, the emergence of deep learning techniques provides more scope in controlling and making such vehicles energy efficient. From existing methods, it is understood that there have been many approaches found to automate safe driving in autonomous and electric vehicles and also their energy efficiency. However, the models focus on different aspects separately. There is need for a comprehensive framework that exploits multiple deep learning models in order to have better control using Artificial Intelligence (AI) on autonomous driving and energy efficiency. Towards this end, we propose an AI-based framework for autonomous electric vehicles with multi-model learning and decision making. It focuses on both safe driving in highway scenarios and energy efficiency. The deep learning based framework is realized with many models used for localization, path planning at high level, path planning at low level, reinforcement learning, transfer learning, power control, and speed control. With reinforcement learning, state-action-feedback play important role in decision making. Our simulation implementation reveals that the efficiency of the AI-based approach towards safe driving of autonomous electric vehicle gives better performance than that of the normal electric vehicles.",G. Ramesh; A. K. Budati; S. Islam; L. A. Maghrabi; A. Al-Atwai,2024,Tsinghua Science and Technology,10.26599/TST.2023.9010094,10.0,gate1,,485,borderline
A Path Planning Model for Urban Firefighting Integrating Visual Geometry Group and Deep Q-network,"Existing works that integrates traditional convolutional neural networks (CNNs) with Deep Q-networks (DQNs) to address the challenges of image recognition and path planning for agents navigating within complex environments. However, traditional CNN have limitations in capturing high-level semantic features of environmental images. To tackle this challenge, this paper introduces a model that integrates the Visual Geometry Group (VGG) network with DQNs for path planning, specifically tailored for the urban firefighting domain. This paper first presents an overall framework for integrated VGG and DQN method for the urban firefighting. Subsequently, two fire feature extraction models with the VGG and the ResNet are developed to effectively capture critical visual information. Building on this foundation, the path planning decision-making model utilizing DQN is further enhanced to optimize navigation in complex urban firefighting scenarios. Finally, comprehensive simulation experiments are conducted to validate the feasibility and ef- fectiveness of the proposed model, demonstrating its potential for practical application in urban firefighting operations. We improved the traditional DQN algorithm using VGG and ResNet respectively, and conducted a comparative experiment. In com- parison with the ResNet+DQN path planning method, the model proposed in this paper achieves notable improvements in two critical metrics: the reward value and the number of iterative steps. Specifically, the reward value is enhanced by $28.8 \%$, while the number of iterative steps is reduced by $5 \%$. These enhancements are expected to significantly boost path planning efficiency in urban firefighting operations and provide a robust technical reference for decision-making in this domain.",X. Ma; N. Slam; S. Chen,2025,"2025 8th International Conference on Advanced Electronic Materials, Computers and Software Engineering (AEMCSE)",10.1109/AEMCSE65292.2025.11042439,,gate1,,499,borderline
An Intelligent Vehicle Path Planning Algorithm Integrating Artificial Potential Field Guidance and D3QN,"To mitigate the issues of slow convergence, low sample efficiency, and blind initial exploration inherent in traditional Deep Q-Networks (DQN) for intelligent vehicle path planning, this paper proposes an improved D3QN algorithm integrated with Artificial Potential Field (APF) guidance. First, the Dueling Double DQN architecture is adopted to decompose the Q-function into state value and action advantage streams, while decoupling action selection from evaluation to enhance decision stability in complex environments. Second, a Prioritized Experience Replay (PER) mechanism is integrated to optimize the utilization of critical samples by prioritizing high-error experiences. Finally, the APF method is introduced to reshape the reward function, employing a target attractive potential field to guide the intelligent vehicle's exploration direction. Extensive simulation results validate the model's feasibility and accuracy, demonstrating superior performance compared to several classical algorithms in terms of path quality and convergence speed.",E. Ban; J. Gu,2026,"2026 9th International Conference on Advanced Electronic Technology, Computers and Software Engineering (AETCSE)",10.1109/AETCSE69203.2026.11503978,,gate1,,548,borderline
Research on Path Planning Algorithm Based on the Integration of Ant Colony Algorithm and AI Decision,"How to plan the vehicle path efficiently and accurately is a key problem in route planning. To solve this problem, in this paper, an Algorithm combining Ant Colony Algorithm (ACA) and Proximal Policy Optimization (Proximal Policy Optimization) is proposed, PPO's new approach-Optimization-Ant Colony Policy (OACP). OACP method realizes the preliminary exploration and optimization of the path through ACA, and uses the pheromone left by ants in the search process to guide the path selection. At the same time, PPO is used for strategy learning and dynamic decision-making, and the path planning strategy is constantly adjusted through reinforcement learning mechanism, so as to ensure high planning accuracy and improve the real-time adaptability and robustness of the path. Finally, through the comparison experiment and analysis with the traditional path planning algorithm learning, the experimental results show that O-ACP method has significant advantages in improving the precision of path planning and the number of iterations. Especially in the complex road environment, O-ACP method can more accurately plan the optimal path and reduce the uncertainty in the decision-making process. This fully verifies the reliability and effectiveness of the architecture in intelligent driving path planning.",Y. Zhao; W. Zhao; L. Chen,2024,2024 IEEE 4th International Conference on Data Science and Computer Application (ICDSCA),10.1109/ICDSCA63855.2024.10859913,,gate1,,606,borderline
Multiagent Virtual Community Drill Approach Based on Asynchronous Advantage Actor-Critic Paradigm,"In an era of increasingly severe population aging, community emergency rescue has become more and more important. Simultaneously, the widespread application of wearable sensors makes it easier to locate emergency responders. Therefore, the rapid planning of appropriate rescue paths is a crucial issue. In addition, unlike human behavior patterns, the movement of vehicles is more complex, involving two types of continuous actions: driving direction and speed, both of which are easily influenced by road traffic conditions. In this occasion, a virtual community drill for emergency rescue approach is put forward, specifically, this approach utilizes virtual community scenario to simulate the community traffic environment in the real world and discretizes the community environment and the action space of vehicles. Meanwhile, a multi-agent path planning method based on Asynchronous Advantage Actor-Critic (A3C) paradigm is proposed, which is consisted of the main decision model and the sub-decision model. In addition, a complete experience rollout buffer is presented. Subsequently, the results clearly demonstrate that the heterogeneous parallel A3C network architecture and the holistic road evaluation method undoubtedly beneficiate to faster and more stable model convergence. In comparison to Deep Q-Network (DQN) and traditional path planning methods, the proposed approach exhibits significant advantages in terms of relevant evaluation metrics.",W. Shen; X. Meng; W. Zhou,2025,"2025 6th International Conference on Computer Science, Engineering, and Education (CSEE)",10.1109/CSEE64583.2025.00024,,gate1,,624,borderline
Comparative Analysis of Reinforcement Learning for Reliable Real-Time EV Routing and Charging,"This paper presents a comparative analysis of reinforcement learning (RL) and deep reinforcement learning (DRL) techniques for optimizing reliable electric vehicle (EV) routing and charging in dynamic urban environments. By modeling the EV routing problem as a Markov Decision Process, our study accounts for real-world constraints such as battery levels, charging station availability, traffic conditions, and range anxiety. We evaluate three approaches: traditional Q-Learning, heuristicaugmented Q-Learning (TQL), and Deep Q-Learning (DQL) across simulated networks of varying scales. The experimental results demonstrate that DQL achieves faster convergence and consistently outperforms the other methods in minimizing travel time, improving distance efficiency, and maximizing cumulative rewards while ensuring more reliable route planning. These findings highlight the potential of advanced RL frameworks to enhance EV operational efficiency and charging reliability, offering valuable insights for future smart and sustainable transportation systems.",M. Ghasemi; D. Ebrahimi; F. Alzhouri,2025,2025 21st International Conference on the Design of Reliable Communication Networks (DRCN),10.1109/DRCN65040.2025.11046050,,gate1,,632,borderline
A distributed control architecture for sustainable routing decisions of autonomous vehicle platoons subject to cyber attacks,"This paper delves into the resilience challenges encountered by platoons of self-governing agents navigating city streets, particularly focusing on the impact of misleading data infiltrating neighborly communication channels. The core issue centers around defining the trajectory paths of vehicles through routing decisions that must adhere to traffic fl ow constraints. To address this, we employ a decentralized model predictive control (MPC) strategy, leveraging deep reinforcement learning (DRL) abilities for effective decision-making in managing the regulation tasks. Additionally, the paper explores cybersecurity concerns by developing an effective anomaly detection system and practical attack countermeasures to enhance the resilience of the vehicle platoons against data tampering and other cyber threats. Through simulations and experiments, we demonstrate the efficacy of our approach in maintaining smooth traffic flow and ensuring secure communication within autonomous vehicle networks.",D. Famularo; F. Giannini; G. Fortino; G. Franzè,2024,"2024 10th International Conference on Control, Decision and Information Technologies (CoDIT)",10.1109/CoDIT62066.2024.10708430,1.0,gate1,,636,borderline
Reinforcement Learning-based Unpredictable Emergency Events,"The vehicle routing problems is one of the wildly known transportation problems. It used to minimize the total traveling time of vehicles by choosing the shortest path. Defining the routing of the vehicles in the real world is a complex task to perform because of the different constraints to handle. The aim of this paper is to develop a dynamic simulation environment using Java for testing Q-learning approach with consideration of overall and dynamic performance. We propose Q-learning based approach in order to improve the transportation facilities for emergency response activity. With the aim of minimizing the time from emergency call being waited for a relief or a service to the dispatch point. The results showed that optimisation scheme, developed by the RL agents based on Q-learning approach using simulated environment, has the potential to offer an accurate scheme to find the optimum route.",O. Elfahim; E. M. B. Laoula; M. Youssfi; O. Barakat; M. Mestari,2021,2021 Fifth International Conference On Intelligent Computing in Data Sciences (ICDS),10.1109/ICDS53782.2021.9626720,1.0,gate1,,666,borderline
AI-Driven Intelligent Vehicle Behavior Decision in Software Defined Internet of Vehicle,"Intelligent driving technology plays a key role in reducing road traffic accidents and ensuring driving, where the vehicle behavior decision making capability largely determines the driving performance of intelligent vehicles. At this point, more research is focused on enhancing vehicle environment identification and vehicle control capabilities, with decision-making systems receiving less attention. In order to improve the accuracy of intelligent vehicle behavior decision making and ensure the active safety of path planning, this paper firstly establishes an edge intelligence based software-defined Internet of Vehicles (ESIOV) architecture. Then, a POMDP-based intelligent vehicle behavior decision model is designed using the time-series iterative property of partially observable Markov decision process (POMDP). Finally, a reinforcement learning vehicle behaviour decision (ERVBD) algorithm based on edge intelligence is proposed to ensure the accuracy of intelligent vehicle behavior decision results and improve the decision speed. The simulation results show that ERVBD can successfully implement vehicle behavioural decision making, enabling intelligent vehicles to anticipate collision risks and adopt reasonable avoidance strategies in real time.",J. Liu; K. Lin; G. Fortino,2022,"2022 8th International Conference on Control, Decision and Information Technologies (CoDIT)",10.1109/CoDIT55151.2022.9803919,1.0,gate1,,696,borderline
Real-Time Emergency Vehicle Detection and Response in AVS,"Autonomous vehicles changing urban traffic raises challenges for guaranteeing their and EVs??safety and smooth operations in urgent situations. The SmartAV-RescueSense system is presented here as a multi-sensor and artificial intelligence framework made to help AVs notice and answer to emergency vehicles right away. With the help of its new fusion engine, the system combines microphone signals from different directions and all-around cameras to properly sense sirens and emergency signs, regardless of whether it?�s noisy or hard to see. Because of the module, emergency signals are quickly recognized and the system functions well without the need for online storage or processing. Besides, the platform uses the Vehicle-to-Everything (V2X) protocol to obtain live warnings from equipped emergency vehicles, allowing AVs to act safely and efficiently. Thanks to its reinforcement learning structure, the dynamic path model directs AVs to give way or change their route in the best way given the situation and the urban environment. The approach also makes use of mapped priority regions over time to anticipate the route of an emergency vehicle in a busy city grid. Simulations of many different emergencies at the same time confirm that the system works well and responds promptly. It shows that this method represents considerable advantages in accuracy, time for response, and safety over older technologies. thanks to this research, urban traffic safety is increasing and these cars can live side by side smoothly. Those trying to improve these systems will increasingly focus on significant, real-life experiments and fitting them into city infrastructure.",A. Pandey; Jansirani.D; G. A. R. Kizi; M. Fallahhusein; D. Bhanu; B. Sujatha; M. G. Saydumarov; R. Naveen,2025,2025 International Conference on Intelligent Systems and Pioneering Innovations in Robotics and Electric Mobility (INSPIRE),10.1109/INSPIRE67328.2025.11300570,,gate1,,713,borderline
Robust Navigation under Incomplete Localization Using Reinforcement Learning,"This paper proposes a novel system for navigation under incomplete localization using reinforcement learning. Our system mainly consists of two modules: a Bayesian module and an action module. The Bayesian module is applied to update belief, a probabilistic distribution over all locations, through history information of actions and observations. The action module is responsible for decision-making based on the current belief, which is separated into two stages. In the first stage, we use Deep Q Network (DQN) to move the agent from an ordinary place to a transportation hub which is a place of relatively high localization certainty. In the second stage, actions are selected by weighting the shortest distance to destination with the current belief. Our system can successfully solve the large-scale navigation problem that general POMDP models cannot be figure out due to computational cost and difficulty in model construction. Different from traditional navigation methods which passively receive localization results, our method has the exploration capability by executing actions selected by DQN, which actively increases the localization accuracy. We perform extensive experiments and results show that our model is able to robustly navigate with a high success rate under incomplete localization. In the case of 30% localization uncertainty, the navigation success rate can surpass 80%.",W. Xue; R. Ying; X. Chu; R. Miao; J. Qian; P. Liu,2020,"2020 IEEE/ION Position, Location and Navigation Symposium (PLANS)",10.1109/PLANS46316.2020.9109920,1.0,gate1,,743,borderline
Research on Intelligent Driving System of Electric Vehicle Path Planning Based on Computer Deep Reinforcement Learning,"A human-machine sharing control method based on the automatic driving of electric vehicles is proposed. The system consists of steering system, braking system, vehicle acceleration system, PLC system and external environment sensing system. This paper uses binocular stereo vision and multithreading technology to realize the sense of the surrounding environment. Siemens S7200PLC is used as controller to realize automatic control and human-machine conversion. The goal of this project is the shortest path, the shortest waiting time for charging, the minimum additional energy consumption and the maximum battery life. A multi-dimensional path planning method based on path selection, battery discharge threshold and charge stop time is constructed with the restrictions of path selection, battery discharge threshold and charge stop time. The calculation results show that the proposed algorithm can provide the user with the optimal energy consumption and mileage. The designed low speed electric vehicle intelligent driving system control is relatively stable. The system is relatively inexpensive and reliable.",M. Wei,2024,2024 IEEE 2nd International Conference on Image Processing and Computer Applications (ICIPCA),10.1109/ICIPCA61593.2024.10709009,,gate1,,766,borderline
Path Planning Method for Autonomous Driving Vehicles Based on Deep Convolutional Neural Network,"This paper proposes a dynamic adaptive convolutional path planning algorithm for path planning of autonomous vehicles. The algorithm constructs an environment perception module with multi-scale feature fusion, combines the dynamic adaptive convolution module with the reinforcement learning path decision mechanism, and realizes accurate perception of complex road environments and efficient path planning. On the Carla simulation platform, based on the public autonomous driving data set, simple roads, complex urban roads and highways are set up for experiments. The path length, planning time and collision rate are used as evaluation indicators to compare with $\mathrm{A}^{*}$, Dijkstra and traditional convolutional neural network path planning algorithms. The experimental results show that in complex urban road scenarios, the average path length of the proposed algorithm is shortened by 12.3% compared with the $\mathrm{A}^{*}$ algorithm, the planning time is reduced by 18.7%, and the collision rate is as low as 0.03%. Compared with the traditional convolutional neural network path planning algorithm, the collision rate is reduced by 21.6%; in the highway scenario, the average path length is optimized by 8.9%, and the planning time is shortened by 15.2%. The experimental data show that the algorithm has significant advantages in path planning accuracy, real-time and safety, and effectively improves the path planning performance of autonomous vehicles.",K. Ni,2025,2025 IEEE 8th International Conference on Information Systems and Computer Aided Education (ICISCAE),10.1109/ICISCAE66104.2025.11307323,,gate1,,768,borderline
Energy Optimal Route Planning Framework for Electric Vehicles Using Hybrid Artificial Intelligence Models,"The rapid proliferation of electric vehicles (EVs) has necessitated intelligent route planning systems that prioritize energy efficiency over mere distance or travel time. This study proposes a novel Energy Optimal Route Planning Framework that integrates multi-source spatio-temporal data with hybrid artificial intelligence (AI) models to enhance navigation decisions for EVs. The artificial intelligence approach includes the graph-based representation of roads, physics-directed neural differentiable representations of real-time energy prediction, and quantum-inspired optimization of multi-objective cost optimization. An extraordinary hybrid learning system is introduced that integrates Deep Reinforcement Learning (DRL) and Swarm-Based Global Search to enable the learning to be dynamic in response to the traffic, elevation, and charging constraints. The system also involves Gated Graph-Temporal Convolutional Networks (G-GTCNs) to predict traffic trends in order to proactively route traffic. A city-wide experimental validation shows that 26.3% energy efficiency is improved, 14.8% route detour time reduction, and 91.72 route selection accuracy improve compared to the traditional shortest-path and time-based navigation models. The future of smarter EV routing systems is that the framework has real-time flexibility, predictive intelligence, and multi-objective optimization. This study provides a foundation of intelligent transportation systems that are energy-sensitive, infrastructure-sensitive and appropriate in the real-world application in the highly populated or infrastructure-restrained.",M. Y. Al-Safarini; P. Sivabalan; S. A. Shifani; Lokesh; N. K. Chythanya; R. M,2026,2026 6th International Conference on Trends in Material Science and Inventive Materials (ICTMIM),10.1109/ICTMIM68190.2026.11506680,,gate1,,780,borderline
A Risk-aware Multi-objective Patrolling Route Optimization Method using Reinforcement Learning,"In recent years, the burgeoning urban population, coupled with expanding urban dimensions and various sociodemographic factors, has led to an alarming escalation in criminal activities within urban centers. This escalation has further exacerbated the existing strain on police resources, rendering them increasingly inadequate for effective law enforcement. Concurrently, police patrol operations have emerged as a pivotal instrument in the ongoing battle against violent criminal activities. The judicious planning of patrol routes has the potential to markedly enhance the efficiency of police patrolling endeavors, thereby bolstering the overall security infrastructure within the jurisdiction while simultaneously conserving invaluable police resources. The formulation of an efficient patrol strategy within the intricate and ever-evolving landscape of urban regions replete with crime hotspots represents an intellectually taxing challenge. To address this exigent problem, this paper proffers a novel real-time patrol route planning algorithm tailored to dynamic environments, employing the principles of deep reinforcement learning, specifically the Integrated Double Q-Network (IDQN) method. Subsequently, the efficacy of the proposed method is empirically substantiated through experimentation, attesting to its practical viability and utility in the field of computer science and urban security management.",H. Chen; Y. Wu; W. Wang; Z. Zheng; J. Ma; B. Zhou,2023,2023 IEEE 29th International Conference on Parallel and Distributed Systems (ICPADS),10.1109/ICPADS60453.2023.00229,1.0,gate1,,801,borderline
Addressing Reward Hacking in Autonomous Navigation using a Soft Actor Critic approach,"In order to address the challenges of the dynamic environment in urban mobility, Reinforcement Learning (RL) has gained a lot of attention as a viable solution, due to its ability to handle the complexity of the related task. In this context, the scope of the proposed work is twofold. Initially, by adopting the RL-based approach, an autonomous agent is developed, that is able to navigate an electric vehicle in an urban environment using the Soft Actor Critic (SAC) algorithm. Subsequently, reward hacking and its impact on the overall behavior of the autonomous vehicle is investigated, since it may lead to undesirable behaviors of the trained agent. The proposed approach is demonstrated using a specialized simulated framework, along with a custom gymnasium environment for the training of the autonomous agents.",G. Matsioris; I. Papamichail; G. Fouskitakis; L. Doitsidis,2025,2025 6th International Conference in Electronic Engineering & Information Technology (EEITE),10.1109/EEITE65381.2025.11166040,,gate1,,805,borderline
Path planning and decision optimization of automated driving based on reinforcement learning,"This paper discusses the application of reinforcement learning in automatic driving path planning and decision optimization. Firstly, the background of autonomous driving technology, the importance of path planning and decision optimization, and the advantages of reinforcement learning are introduced. Then, the composition of the automatic driving system, the principle of path planning and the goal of decision optimization are expounded. Then, the theoretical basis of reinforcement learning is discussed, including the basic concepts, algorithm classification and characteristics. Finally, the path planning method and decision optimization strategy based on reinforcement learning are introduced in detail, and its performance evaluation indexes and challenges are analyzed.",Y. Wang; H. Zhao; Y. Chen,2024,2024 9th International Conference on Intelligent Informatics and Biomedical Sciences (ICIIBMS),10.1109/ICIIBMS62405.2024.10792688,,gate1,,826,borderline
A Reinforcement Approach for Fleet Optimization in Multi-Agent Autonomous Cars,"The problems of fleet optimisation and safety are significant in the field of multi-agent autonomous automobile systems. This study focuses on the exploration of the application of reinforcement learning (RL) in tackling the challenges associated with fleet management and safety within multi-agent autonomous vehicle systems. Using Q-learning, self-driving taxis are trained to efficiently handle passenger requests and complex route planning in a simulated setting. The studys??contributions include the creation of a Q-learning algorithm optimized for taxi routing, a simplified yet robust training environment. By conducting detailed simulation tests, the research demonstrates how RL can substantially improve the efficiency of vehicle fleets and enhance passenger satisfaction, thereby emphasizing its critical role in advancing autonomous vehicle technology. The results provide useful information about how RL-based methods can transform the way we design and operate transportation systems, making them safer and more effective for cities of the future.",M. Pandey; N. S. S. Kunda; P. KC; M. K,2024,"2024 Third International Conference on Electrical, Electronics, Information and Communication Technologies (ICEEICT)",10.1109/ICEEICT61591.2024.10718531,1.0,gate1,,827,borderline
An AI-Driven Dynamic Route Rationalisation Model for Publicbus Systems,"Route optimization methods employ computers to determine the best and most efficient routes. Computers are utilized in route optimization methods to identify the most efficient and effective routes. It leads to an increased public transportation efficiency, safety, and sustainability. To select the optimum routes, these algorithms consider a variety of factors such as traffic conditions, vehicle capacity, and weather. implementation of the algorithms in the model results in a decrease in the overall operational cost, along with a reduction in the amount of fuel consumed, and provides a better experience for the passenger. The framework explained in this paper, based on an AI routing engine, is designed to overcome traditional graph-based heuristics. The methodology focuses on incorporating Long-term Short Memory (LSTM), trained on a historical traffic dataset, which will help us predict future traffic delays and provide us with travel times between two destinations. The output will be the input for the Genetic Algorithm that will help us generate multiple candidate routes. Lastly, a Deep Q-Network is embodied, which works simultaneously to improve the rerouting policies in response to the real-time data feedback by making adjustments. By integrating deep learning components, near-real-time re-planning is made possible. The outcomes demonstrate how the use of Artificial Intelligence can produce reliable and highly efficient vehicle routing systems.",A. Singh; A. Singh; K. Singh; A. Agarwal; J. Jain,2026,"2026 International Conference on Computing, Sciences and Communications (ICCSC)",10.1109/ICCSC67078.2026.11468653,,gate1,,835,borderline
GRAND: Graph Laplacian-based Reinforcement Learning for Autonomous Navigation Decisions,"Autonomous Navigation helps make navigation efficient by taking smart decisions while prioritising both safety and smoothness. The primary challenge encountered is developing a system that makes real-time decisions accurately. This system should be able to recognise and classify several different objects encountered and take appropriate action based on the situation. The act of driving can be viewed as a sequence of decisions taken with occasional feedback from the environment. This makes reinforcement learning an appropriate algorithm for autonomous navigation. The proposed approach makes use of periodic sampling to collect data from a simulated environment and then computes the feature matrix using the graph Laplacian approach. This feature matrix is then used to fix policy weights for each objective in an iterated policy approximation fashion. Greedy optimal policy computation and weighted voting are then used to compute the final action to be taken. This paper proposes GRAND, a system that tackles the challenges involved in making a decision when the ego vehicle encounters unexpected turns in a simulated environment with multiple paths. The results illustrate the advantages of using the graph laplacian approach along with the MO-API algorithm in different road layouts. Furthermore, this approach can be applied to real vehicles for increased safety and efficiency. This would reduce traffic congestion and provide a more reliable method for public transportation, delivery systems, and even military applications.",A. Sivakumar; S. Gopalakrishnan; A. Ramachandran; S. Chitrakala,2023,2023 IEEE World Conference on Applied Intelligence and Computing (AIC),10.1109/AIC57670.2023.10263897,,gate1,,853,borderline
A Set-Theoretic Receding Horizon Control Based on a Q-Learning Approach for Sustainability Purposes,"This paper presents a set-theoretic receding horizon control strategy for platoons of autonomous vehicles driving in smart cities context. In order to reduce traffic and $CO_{2}$ emissions, we propose a path planer based on Deep Reinforcement Learning (DRL). The advantages of this solution is the ability to deal with the actual traffic congestion, while driving the autonomous vehicles to their destination and fulfilling the constraints. In particular, the high-level routing decisions are translated into set-points for the receding horizon controllers, making the control actions on the vehicle dynamics more computational efficient. In order to show the effectiveness of the overall architecture, a campaign of simulations on a platoon of eight vehicles, moving in the city center of Bologna in Italy, is provided.",F. Giannini; G. Franzè; F. Pupo; G. Fortino,2023,"2023 9th International Conference on Control, Decision and Information Technologies (CoDIT)",10.1109/CoDIT58514.2023.10284396,,gate1,,915,borderline
Target-Driven Mapless Navigation for Self-Driving Car,"Self-driving cars have gained a lot of research interest in both academia and industry. However, the current solutions mainly rely on either human pre-defined rules or a precise high-resolution map, which are not feasible for the unknown environments, especially when there are some extreme situations not described in the driving rules. In this paper, a new reinforcement learning based method is proposed to address these issues. First, a pre-trained VAE (Variational AutoEncoder) is used to extract representative features from road images, then PPO (Proximal Policy Optimization) algorithm is implemented to learn target-driven navigation for the self-driving car to eliminate the dependence on the map and predefined rules. Second, to improve the learning efficiency, human driving experiences are introduced and how to effectively incorporate human driving experiences into reinforcement learning is also investigated. To evaluate the performance, this algorithm is implemented and deployed in CARLA simulation environments and extensive experiments have been conducted to select the effective strategy of reusing driving experiences. The results prove that our algorithm can successfully navigate in the urban environment without a map or any predefined rules. And by integrating human driving experiences, the learning efficiency has been dramatically improved, especially when using Ratio strategy.",M. Wen; F. He; Y. Yue; J. Zhang; H. Zhu; D. Wang,2021,2021 IEEE International Conference on Unmanned Systems (ICUS),10.1109/ICUS52573.2021.9641134,,gate1,,930,borderline
Intelligent Logistics Optimization for Carbon Emission Reduction in Cement Industry: A Sensor-Driven Dynamic Order Matching Approach,"Efficient logistics management is critical for reducing carbon emissions in the cement industry. This work proposes an intelligent logistics optimization framework integrating sensor-driven vehicle state detection, reinforcement learning-enhanced order matching, and adaptive path optimization. The system employs IMU-based vehicle monitoring, a Deep Double Q-Network (DDQN)-Hungarian matching algorithm for dynamic order allocation, and a reinforcement learning-guided shortest path strategy combining Dijkstra and A*. Experimental results on real-world logistics data demonstrate reduced empty mileage, improved order matching efficiency, and lower carbon emissions. The proposed approach outperforms traditional methods, offering a scalable and adaptive solution for sustainable cement transportation.",S. Miao; J. You; Q. Li,2025,2025 Joint International Conference on Automation-Intelligence-Safety (ICAIS) & International Symposium on Autonomous Systems (ISAS),10.1109/ICAISISAS64483.2025.11051876,1.0,gate1,,951,borderline
Optimization Algorithm of Logistics Distribution Path Based on Deep Learning,"The path planning problem is a very classic problem, which is widely used in many fields. In recent years, solving the path optimization problem through deep reinforcement learning technology has attracted the attention of scholars, and has become a hot direction of the path planning problem. The purpose of this paper is to study the logistics distribution route optimization algorithm, solve the continuous route planning problem with deep reinforcement learning technology, and conduct experiments in the Miniworld maze environment. A DDPG algorithm based on reward shaping is proposed, which dynamically optimizes the reward function by representing the reward function with a neural network. Through the comparative analysis of the DDPG algorithm, the genetic algorithm and the historical average method, the results show that the historical average method is simple and easy to calculate, the accuracy rate does not change much with the increase of data, and the accuracy rate is small and not ideal. The accuracy of the genetic algorithm decreases as the training size increases, and the accuracy is around 70%. With the increase of the training system, the training level of the deep learning model is higher, and the prediction accuracy rate is also improved accordingly, and finally stabilized at about 83%.",L. Jiang,2022,2022 IEEE 4th International Conference on Civil Aviation Safety and Information Technology (ICCASIT),10.1109/ICCASIT55263.2022.9987167,1.0,gate1,,958,borderline
Self-Driving Car Simulation Using Reinforcement Learning for Driving on Roads with Potholes,"We proposed the application of reinforcement learning (RL) techniques to simulate autonomous driving on pothole-laden roads. Our goal is to develop an RL-based framework that enables autonomous vehicles to learn robust driving behaviors, effectively perceive road conditions, and make decisions to avoid potholes while maintaining safe, efficient, and comfortable driving. The results of the experiments show that the agent could adjust its speed in a human-like manner and attempt to avoid potholes as much as possible by selecting routes with smoother surfaces efficiently. In future research, we can apply the results of these experiments to other types of roads and enhance the reliability of autonomous driving by using accurate road data in training and testing.",K. Kor.srisuwan; N. Tiangtae; S. Ramingwong,2024,2024 16th International Conference on Knowledge and Smart Technology (KST),10.1109/KST61284.2024.10499666,1.0,gate1,,967,borderline
Improving multi-goal and target-driven reinforcement learning with supervised auxiliary task,"Recent works on Deep Reinforcement Learning (DRL) for episodic multi-goal learning have been using the Universal Value Function Approximation (UVFA) idea to learn a universal policy by taking information from the current and goal states as input. Even though they present good results, there is one aspect that might need more attention: the State Representation Learning (SRL) concept. In machine learning, SRL is not a new subject, and there are many works on it, but it is still not very explored for multi-goal learning. Instead, an end-to-end DRL is commonly adopted to learn state representation implicitly. In simple problems, this approach might be enough, but to others, it can make it harder to learn an optimal policy or lead to overfitting. In light of this, we hypothesize that an auxiliary task closely related to the target policy learning can lead to better results by conditioning the SRL, which is essential to encode the latent state space. Also, motivated by the multi-task learning idea, we propose a framework for simultaneous supervised and reinforcement learning to avoid catastrophic forgetting. Taking the visual-based navigation on a topological urban environment as an instance of the multi-goal learning problem, we use semantic segmentation as the auxiliary task. Based on experimental results, we show that our method accelerates the DRL convergence and allows reaching better policies with higher generalization levels.",L. R. T. Horita; A. T. M. Nakamura; D. F. Wolf; V. G. Junior,2021,2021 20th International Conference on Advanced Robotics (ICAR),10.1109/ICAR53236.2021.9659467,1.0,gate1,,972,borderline
Navigating a road network using Reinforcement Learning,"Agent based models are increasingly utilised in game development and film making because they allow the creation of large scale content with minimal effort. We use Reinforcement Learning and a curriculum learning approach to train a single model for agents navigating a road network encompassing different types of intersections, to respect traffic regulations. We train agents to navigate two game scenes: a two-way crossroad intersection governed by traffic lights and a four-way roundabout intersection, and we discuss the performance of the trained model with respect to robustness and success rates.",S. Makri; P. Charalambous,2022,"2022 International Conference on Interactive Media, Smart Systems and Emerging Technologies (IMET)",10.1109/IMET54801.2022.9929765,1.0,gate1,,1035,borderline
