paperId,title,year,venue,citationCount,abstract,source,pre_score,include
6dd8f02b4fb95b11093d10bce0754830fbe694b0,Multi-Agent Reinforcement Learning for WEEE Recycling Vehicle Path Planning Based on Graph Attention Networks,2024,2024 International Conference on New Trends in Computational Intelligence (NTCI),1,"With the global surge in WEEE generation, optimizing vehicle routing for recycling has become a critical area of research. This paper introduces a MARL method built upon graph attention networks (GAT) to solve the vehicle routing problem in WEEE recycling. By representing recycling sites as graph nodes and vehicles as agents, GAT captures the intricate relationships between them. Coupled with a MARL framework, this approach enhances task efficiency and routing flexibility. Experimental results i",gnn_rl,3,n/a
53fdfab14f5585e1728334c2cf5209d14a718c69,Improving graph convolutional networks with reinforcement learning for pure electric logistics vehicle routing,2024,Conference on Smart Transportation and City Engineering,2,"Electric logistics vehicle route planning plays a crucial role in the operations of urban distribution service providers. By optimizing vehicle routes, not only can significant reductions in operating costs be achieved, but also enhanced customer satisfaction. However, the vehicle path problem is a classic NP-hard problem in the field of combinatorial optimization. Therefore, finding an efficient and accurate solution holds great practical significance. In response to the real-time operational r",gnn_rl,3,n/a
c86b52ee3555d66dbdf25934fcefcd1494f186d0,Combining decomposition and graph capsule network for multi-objective vehicle routing optimization,2024,Intelligent Data Analysis,2,"In order to alleviate urban congestion, improve vehicle mobility, and improve logistics delivery efficiency, this paper establishes a practical multi-objective and multi constraint logistics delivery mathematical model based on graphs, and proposes a solution algorithm framework that combines decomposition strategy and deep reinforcement learning (DRL). Firstly, taking into account the actual multiple constraints such as customer distribution, vehicle load constraints, and time windows in urban ",gnn_rl,3,n/a
e1a8bf47ef1c51298f5bcf957062c6ee63a96bfb,Graph Convolutional Network Based Multi-Objective Meta-Deep Q-Learning for Eco-Routing,2024,IEEE transactions on intelligent transportation systems (Print),7,"Route selection can greatly affect vehicle fuel consumption and emissions. Finding the most fuel/energy-efficient route is known as the eco-routing problem. Existing eco-routing solutions do not effectively consider the critical traffic signal information and rely on fuel consumption models that may not be sufficiently accurate. To address the eco-routing problem in a signalized traffic network, this paper proposes a graph convolutional network based multi-objective meta-deep Q-learning (GM2DQL)",gnn_rl,3,1
05c421ce453104f74f353ac0846f42b11ca75e57,Dynamic Passenger Route Guidance in the Multimodal Transit System With Graph Representation and Attention Based Deep Reinforcement Learning,2024,IEEE transactions on intelligent transportation systems (Print),5,"Recently, the limited capacity of the Urban Rail Transit (URT) has failed to meet passenger travel demands, especially in peak hours, which leads to crowded stations and oversaturated metro networks. Considering the diverse scenarios of the multimodal public transportation network and the need for rapid generation of strategies, this study proposes a deep reinforcement learning (RL) algorithm that guides passenger route selection in the multimodal transit network to operate better. The proposed ",gnn_rl,3,0
a5e10bd5746dd92296a6caf3870024f89c7d3859,A deep reinforcement learning with dynamic spatio-temporal graph model for solving urban logistics delivery planning problems,2024,International Journal of Digital Earth,7,"ABSTRACT The urban logistics delivery planning problems are a crucial component of urban spatial decision analysis. Most studies typically focus on traditional urban logistics delivery planning problems and ignore real-time traffic information. With the advancement of urbanization, real-time traffic networks play a critical role. However, previous studies have utilized heuristic methods to solve urban logistics delivery planning with real-time traffic information problems, and few studies have a",gnn_rl,3,n/a
a00bdcccc07d39b7029821b7bec2112ab8c46d19,Logistics Distribution Route Optimization With Time Windows Based on Multi-Agent Deep Reinforcement Learning,2024,International Journal of Information Technologies and Systems Approach,4,"Multi-depot vehicle routing problem with time windows (MDVRPTW) is a valuable practical issue in urban logistics. However, heuristic methods may fail to generate high-quality solutions for massive problems instantly. Thus, this article presents a novel reinforcement learning algorithm integrated with a multi-head attention mechanism and a local search strategy to solve the problem efficiently. The routing optimization was regarded as a vehicle tour generation process and an encoder-decoder was u",gnn_rl,3,n/a
cb5ebe0b1b2ad0254e3d2c69f1db7d6743f1cbe5,An Iterative Adaptive Dynamic Programming Approach for Macroscopic Fundamental Diagram-Based Perimeter Control and Route Guidance,2024,Transportation Science,27,"Macroscopic fundamental diagrams (MFDs) have been widely adopted to model the traffic flow of large-scale urban networks. Coupling perimeter control and regional route guidance (PCRG) is a promising strategy to decrease congestion heterogeneity and reduce delays in large-scale MFD-based urban networks. For MFD-based PCRG, one needs to distinguish between the dynamics of (a) the plant that represents reality and is used as the simulation tool and (b) the model that contains easier-to-measure stat",gnn_rl,3,0
27cc9f18c3ab4caf4a509a2a8941448167549046,HiLight: Heterogeneous Traffic Signal Control for Automatic Drive Guidance Based on Multi-Agent Reinforcement Learning,2024,2024 8th CAA International Conference on Vehicular Control and Intelligence (CVCI),0,"Self-driving cars need to pre-sense traffic light status for better route planning. However, the heterogeneity and complexity of modern urban intersections (including crossroads and intersections) pose challenges to traffic signal control systems. Traditional traffic signal control methods based on multi-intelligence reinforcement learning are often based on four-way intersections, while ignoring the more complex traffic network conditions in the real world. To address this problem, this paper d",gnn_rl,3,0
7bb86b53f207cb08f43ee820cb3b9e37d7af496d,Graph RL-Based Route Planning Method for EVs with Synchronous Charge Station Selection,2024,2024 8th CAA International Conference on Vehicular Control and Intelligence (CVCI),2,"Electric vehicles (EV s) represent a crucial solution for energy conservation and emission reduction in response to global warming. However, widespread usage of EVs presents challenges to the optimization of both route planning and charging planning, due to the considerations of road network, distribution of charging stations, and vehicle interactions. This study proposes a synchronous method of route and charging plan-ning which employs graph neural networks and reinforcement learning. City map",gnn_rl,3,1
8285d4953d2e49265df025bdcafb704df6db3717,E-RL:Vehicle Driving Strategy Learning with Environmental Reinforcement Learning Framework,2024,IEEE International Conference on Electro/Information Technology,0,"To address urban traffic congestion simulation after Traffic Management Initiatives (TMI) implementation, a method combining deep reinforcement learning with environmental optimization is proposed, optimizing the environmental strategy through a fixed agent policy. To tackle the challenges posed by road network topology changes post-TMI, the method designs an environmental Markov reinforcement learning framework and introduces graph neural networks to dynamically calculate road resistance in urb",gnn_rl,3,0
991f3ba61a280f85069dfa4c73587860ac41bdfb,Cooperative Path Planning With Asynchronous Multiagent Reinforcement Learning,2024,IEEE Transactions on Mobile Computing,10,"As the number of vehicles grows in urban cities, planning vehicle routes to avoid congestion and decrease commuting time is important. In this paper, we study the shortest path problem (SPP) with multiple source-destination pairs, namely MSD-SPP, to minimize the average travel time of all routing paths. The asynchronous setting in MSD-SPP, i.e., vehicles may not simultaneously complete routing actions, makes it challenging for cooperative route planning among multiple agents and leads to ineffec",gnn_rl,3,1
95a1530e25f8d7f89e7041af40000462777a7422,Intelligent Path Optimization for Carbon-Constrained Last-Mile Delivery: A Reinforcement Learning and Heuristic Approach,2024,Journal of Advanced Computing Systems,10,"The rapid expansion of e-commerce has intensified environmental challenges in urban logistics, particularly in last-mile delivery operations, leading to increased carbon emissions. This paper proposes a novel hybrid optimization framework that integrates deep reinforcement learning with ant colony optimization to address the carbon-constrained vehicle routing problem with time windows. The proposed approach employs a Deep Q-Network for intelligent action selection combined with adaptive ant colo",gnn_rl,3,n/a
20914dfdf752b18228cd189e642cd24ba9b393eb,Single- vs. Dual-Policy Reinforcement Learning for Dynamic Bike Rebalancing,2024,,3,"Bike-sharing systems (BSS) provide a sustainable urban mobility solution, but ensuring their reliability requires effective rebalancing strategies to address stochastic demand and prevent station imbalances. This paper proposes reinforcement learning (RL) algorithms for dynamic rebalancing problem with multiple vehicles, introducing and comparing two RL approaches: Single-policy RL and Dual-policy RL. We formulate this network optimization problem as a Markov Decision Process within a continuous",gnn_rl,3,n/a
371d9e6b6cfa07c74030c49347f6ba94a0f5fa23,PtrNet-RSA: A Pointer Network-Based QoT-Aware Routing and Spectrum Assignment Scheme in Elastic Optical Networks,2024,Journal of Lightwave Technology,19,"To enable flexible service provisioning in elastic optical networks (EONs), quality of transmission (QoT) estimation and dynamic routing and spectrum assignment (RSA) are critical network management tasks. Recently, machine learning approaches have been extensively investigated to address these tasks individually. We propose to take an integrative approach to design a Pointer Network (PtrNet)-based QoT-aware RSA (PtrNet-RSA) scheme to optimize the blocking probability and the generalized signal-",gnn_rl,3,n/a
ef04d8d31dfdfbc086cc7ccb34221067b2ca479a,Inverse Reinforcement Learning with Dynamic Occupancy Grid Map for Urban Local Path Planning: A CNN Model Approach,2024,2024 IEEE Intelligent Vehicles Symposium (IV),3,"In urban environments characterized by various dynamic variables such as moving vehicles, pedestrians, and bicycles, path planning for collision avoidance is essential for autonomous driving. Enhancing the stability of the route can be achieved by incorporating not only information about recognized surrounding objects but also dynamic information during the path planning process. Therefore, this study proposes a convolutional neural network-based local path planning technique for autonomous vehi",gnn_rl,3,n/a
8cfa5ef566280aade2aea77757edb2f5ef5927be,A Deep Reinforcement Learning Algorithm for Dynamic EV Routing Problem*,2024,Annual Conference of the IEEE Industrial Electronics Society,1,"In this paper, the problem of emergency power supply for electric vehicles in road traffic networks after earthquake disasters is studied. In emergency response, it is important for evs to reach the target shelter as quickly as possible while considering the path dynamic changes caused by secondary disasters. Therefore, in order to solve this problem, this paper classifies it as the Dynamic Electric Vehicle Routing Problem with Time Windows (DEVRPTW), formulates it as a mixed integer linear prog",model_based_rl,3,0
0bd49352fa2b0c9e52eb60e66b53ccbad9ca8b2a,A Bi-Level Network-Wide Cooperative Driving Approach Including Deep Reinforcement Learning-Based Routing,2024,IEEE Transactions on Intelligent Vehicles,21,"Cooperative driving of connected and automated vehicles (CAVs) has attracted extensive attention and researchers have proposed various approaches. However, existing approaches are limited to small-scale isolated scenarios and gaps remain in network-wide cooperative driving, especially in routing. In this article, we decompose the network-level cooperative driving problem into two dominant sub-problems and accordingly propose a bi-level network-wide cooperative driving approach. The dynamic routi",model_based_rl,3,1
8f1615d049bada5fdfc00ae60397ab01c77a41d9,Motion Planner With Fixed-Horizon Constrained Reinforcement Learning for Complex Autonomous Driving Scenarios,2024,IEEE Transactions on Intelligent Vehicles,17,"In autonomous driving, behavioral decision-making and trajectory planning remain huge challenges due to the large amount of uncertainty in environments and complex interaction relationships between the ego vehicle and other traffic participants. In this paper, we propose a novel fixed-horizon constrained reinforcement learning (RL) framework to solve decision-making and planning problems. Firstly, to introduce lane-level global navigation information into the lane state representation and avoid ",constrained_rl,3,n/a
77181411e1fc2c1c3561cd0d67815a254e38a09e,Online Prediction-Assisted Safe Reinforcement Learning for Electric Vehicle Charging Station Recommendation in Dynamically Coupled Transportation-Power Systems,2024,Transportation Research Part C: Emerging Technologies,4,"With the proliferation of electric vehicles (EVs), the transportation network and power grid become increasingly interdependent and coupled via charging stations. The concomitant growth in charging demand has posed challenges for both networks, highlighting the importance of charging coordination. Existing literature largely overlooks the interactions between power grid security and traffic efficiency. In view of this, we study the en-route charging station (CS) recommendation problem for EVs in",constrained_rl,3,n/a
624d7952aa7f73bf8e91d2088465f08b9dd3d1c2,Carbon-Efficient Scheduling in Fresh Food Supply Chains with a Time-Window-Constrained Deep Reinforcement Learning Model,2024,Italian National Conference on Sensors,11,"Intelligent Transportation Systems (ITSs) leverage Internet of Things (IoT) technology to facilitate smart interconnectivity among vehicles, infrastructure, and users, thereby optimizing traffic flow. This paper constructs an optimization model for the fresh food supply chain distribution route of fresh products, considering factors such as carbon emissions, time windows, and cooling costs. By calculating carbon emission costs through carbon taxes, the model aims to minimize distribution costs. ",constrained_rl,3,n/a
61064accb8fd8bc6c2b92cf9affa81ace2e452af,Preliminary Study on Cooperative Route Planning Reinforcement Learning with a Focus on Avoiding Intersection Congestion,2024,Future Transportation,0,"Intersection control systems have been actively studied in recent years as they could potentially replace traffic signals via the utilization of the communication and automatic driving capabilities of connected and autonomous vehicles (CAVs). In these studies, conflicting travel trajectories at intersections that could cause accidents and delays were safely and efficiently avoided by controlling the vehicle’s speed. However, routing approaches for avoiding conflicts at intersections have only be",constrained_rl,3,1
9615df18c965432bf3bba1ce506f00ec94302bb8,Reinforcement learning‐based approach for urban road project scheduling considering alternative closure types,2024,Comput. Aided Civ. Infrastructure Eng.,3,"Growth in urban population, travel, and motorization continue to cause an increased need for urban projects to expand road capacity. Unfortunately, these projects also cause travel delays, emissions, driver frustration, and other road user adversities. To alleviate these ills, road agencies often face two work zone design choices: close the road fully and re‐reroute traffic or implement partial closure. Both options have significant implications for peri‐construction road capacity, traveler cost",constrained_rl,3,0
58ef59ca6bab8c044e7abc04d00f5361f2f20233,Fast Multi-Class Vehicle Cooperative Path Optimization in Complex Urban V2X Transportation: A Novel Parallel Multi-Agent Reinforcement Learning Approach,2024,2024 IEEE Intelligent Vehicles Symposium (IV),0,"Urban road traffic systems are advancing into sophisticated networks, underscoring the importance of real-time collaborative decision-making. This study tackles the intricate challenge of cooperative path planning under complex urban conditions, taking into account a variety of vehicle types and their respective priorities. While conventional path planning techniques struggle with such intricate coordination, reinforcement learning, though theoretically capable, is hindered by its limited model ",constrained_rl,3,1
fb034d077145fbe30ad40885f12d7997d101703f,Optimization Path Planning Algorithm Based on Deep Reinforcement Learning,2024,"2024 Asia-Pacific Conference on Software Engineering, Social Network Analysis and Intelligent Computing (SSAIC)",3,"With the acceleration of urbanization and the growth of traffic demand, traffic congestion has become more and more prominent. In the field of path planning, Deep Reinforcement Learning (DRL) can effectively deal with the complex traffic environment and learn the optimal path selection strategy. This article aims to explore the optimal path planning algorithm based on DRL to improve the accuracy and efficiency of path planning. The algorithm estimates the state function by establishing a deep ne",constrained_rl,3,0
16fa1e8cb87be29309fa3bad5d8a2a67f9cfe824,Rescue path planning for urban flood: A deep reinforcement learning–based approach,2024,Risk Analysis,13,"Urban flooding is among the costliest natural disasters worldwide. Timely and effective rescue path planning is crucial for minimizing loss of life and property. However, current research on path planning often fails to adequately consider the need to assess area risk uncertainties and bypass complex obstacles in flood rescue scenarios, presenting significant challenges for developing optimal rescue paths. This study proposes a deep reinforcement learning (RL) algorithm incorporating four main m",constrained_rl,3,0
51f362f8a1badea426ea0655d752e6bd99db15fe,Deep Reinforcement Learning-Based Off-Road Path Planning via Low-Dimensional Simulation,2024,IEEE Transactions on Intelligent Vehicles,9,"Path planning is a critical aspect of autonomous driving. Traditional methods have excelled in urban environments but struggle off-road due to unpredictable conditions. This paper introduces a Deep Reinforcement Learning-based off-road path planning approach called PPOAC by training the agent in a low-dimensional simulator built by Occupancy Grid Maps (OGMs). A self-supervised auxiliary task is proposed to help the agent to learn environmental knowledge. Moreover, an adaptive curriculum learning",constrained_rl,3,n/a
59a8c3cb052ae20ef69c164c8ba8f2501ef92383,Safety-Aware Path Planning for Post-Disaster Rescue Vehicles,2024,"2024 4th International Conference on Artificial Intelligence, Virtual Reality and Visualization",1,"Emergency rescue vehicles play a vital role in dealing with traffic accidents and emergencies. Emergency rescue vehicles can reduce accident losses by arriving at the accident site in time. Reasonable planning of emergency vehicle routes can shorten the travel time of the route and improve the safety of the route. However, due to the dynamic and changeable actual road network environment and various uncertainties, congestion or accidents may occur at any time, resulting in low rescue efficiency ",constrained_rl,3,1
42fa372c080c515df884c87043914c9d02a5583b,Research on Dynamic Path Planning for Autonomous Vehicles Based on Reinforcement Learning,2024,2024 6th International Academic Exchange Conference on Science and Technology Innovation (IAECST),0,"The ability to plan routes in a dynamic manner is crucial for ensuring the safe and efficient operation of autonomous vehicles in complex and dynamic environments. This paper proposes an enhanced Deep Q Network (DQN) model for the realtime optimisation of dynamic paths. The proposed model employs the Deep Q-Network to process continuous sensor data, thereby enabling the mapping of environmental states and optimal actions for obstacle avoidance and route selection. In contrast to conventional met",constrained_rl,3,0
590001cb0ee3bf5397b57eb6929a5647ad5decbf,Safety-Aware Route Navigation: Driving with Less Sun Glare,2024,SIGSPATIAL/GIS,2,"Sun glare during driving poses a significant threat to driver and pedestrian safety. Navigation and route planning typically seeks to minimize the distance or time between the desired origin and destination, accounting for traffic patterns and other heuristics like minimizing the number of stoplights or left turns encountered on a route. However, current navigation methods do not support avoidance of complicated, temporally-dependent safety factors, like adverse road and environmental conditions",constrained_rl,3,0
8db207794d70994317b21902834e28a9a9924762,Motion Planning for Autonomous Vehicles in Uncertain Environments Using Hierarchical Distributional Reinforcement Learning,2024,Chinese Control and Decision Conference,3,"Safe and effective motion planning is essential for autonomous vehicles to successfully drive in complex and dynamic urban environments. However, most current methods lack considering the collision risk caused by obstacle occlusion and only consider longitudinal speed planning, which leads to overly conservative motion. The motion planning model proposed in this paper can consider the lateral motion of the vehicle while considering the risk of collision, improving safety and motion flexibility. ",constrained_rl,3,n/a
03cf39b6c554e2665fc0006c97010e475f273564,A Path Planning Method for Electric Vehicle Based on Q-Learning,2024,2024 International Conference on Intelligent Robotics and Automatic Control (IRAC),1,"The increasing adoption of electric vehicles (EVs) has intensified the demand for efficient navigation methods to locate charging stations, optimizing both user convenience and energy utilization. This paper proposes a Q-learning-based path planning approach that dynamically identifies optimal routes for EVs while considering real-world constraints such as traffic and charging station availability. The proposed model integrates grid-based environmental modeling with reinforcement learning to ach",ev_routing,3,n/a
88cd6b6f5d2f9376dac81c66286c17f6a383b710,Single Agent Formulation for Reinforcement Learning Based Routing of Urban Last Mile Logistics with Platooning Vehicles,2024,2024 IEEE 27th International Conference on Intelligent Transportation Systems (ITSC),0,"Last mile logistics are in the midst of a deep transformation thanks to the advent of autonomous vehicles with platooning capabilities that can take the place of typical delivery methods. Platooning brings to the vehicle routing problems new constraints and multiple objectives that are addressed in this paper with a Reinforcement Learning approach. In opposition to traditional metaheuristic optimization algorithms, Reinforcement Learning provides flexibility in the face of changing environment, ",recent_2025,3,n/a
8d5e170e5a86f7947d01212e03855655475eca55,Multi-Objective Path Planning for Unmanned Sweepers Considering Traffic Signals: A Reinforcement Learning-Enhanced NSGA-II Approach,2024,Sustainability,6,"With the widespread popularization of unmanned sweepers, path planning has been recognized as a key component affecting their total work efficiency. Conventional path planning methods often only aim to improve work efficiency while ignoring energy optimization, a crucial factor for sustainable development. In this paper, an energy- and time-minimization unmanned sweeper arc path problem (ETM-ARP) is investigated, and the effects of road slope, dynamic changes in on-board mass, mode switching of ",recent_2025,3,n/a
f72246848e568b559a52b3a3e5584c3f01870dbc,A Graph Reinforcement Learning-Based Decision-Making Platform for Real-Time Charging Navigation of Urban Electric Vehicles,2023,IEEE Transactions on Industrial Informatics,54,"To provide efficient charging behavior decision-making for urban electric vehicles (EVs), this article proposes a new platform for real-time EV charging navigation (EVCN) based on graph reinforcement learning. Considering the interaction of EVs with charging stations (CSs) and traffic networks, the navigation goal of the “vehicle-station-network” coupled system is to minimize the charging cost and traveling time of EV owners. Specifically, to realize data acquisition and decision-making output, ",gnn_rl,3,n/a
963ac8074a4c3e69f17941a0d88897b4e08c595f,Bi-level deep reinforcement learning for PEV decision-making guidance by coordinating transportation-electrification coupled systems,2023,Frontiers in Energy Research,0,"The random charging and dynamic traveling behaviors of massive plug-in electric vehicles (PEVs) pose challenges to the efficient and safe operation of transportation-electrification coupled systems (TECSs). To realize real-time scheduling of urban PEV fleet charging demand, this paper proposes a PEV decision-making guidance (PEVDG) strategy based on the bi-level deep reinforcement learning, achieving the reduction of user charging costs while ensuring the stable operation of distribution network",gnn_rl,3,n/a
ea85a93b4e9255d1234f912150c23c0a2cd0b05f,Enhancing Joint Behavior Modeling with Route Choice Using Adversarial Inverse Reinforcement Learning,2023,2023 IEEE 26th International Conference on Intelligent Transportation Systems (ITSC),2,"Route choice modeling is an important issue in transportation planning. In recent years, the importance of comfortable urban spaces not only for vehicles but also for pedestrians has been increasing toward low-carbon society. Accordingly, efforts have been made to model the pedestrians' characteristic behaviors. However, most of the existing studies about route choice modeling are limited to the representation within a single traffic mode. In a typical urban street space, each traffic mode is in",gnn_rl,3,1
f1ab33530650f9516379fd1d5df9c1639fa19c3c,FlexDATE: Flexible and Disturbance-Aware Traffic Engineering With Reinforcement Learning in Software-Defined Networks,2023,IEEE/ACM Transactions on Networking,25,"Traffic Engineering (TE) is an important network operation that routes/reroutes flows based on network topology and traffic demands to optimize network performance. Recently, new emerging applications pose challenges to TE with dynamic network conditions, where frequent routing updates are required to maintain good network performance with Software-Defined Networking (SDN). However, flow rerouting operations could lead to considerable Quality of Service (QoS) degradation and service disruption, ",gnn_rl,3,n/a
e5e14feec589be737977270d2275a0af9afdaac9,Ad Hoc-Obstacle Avoidance-Based Navigation System Using Deep Reinforcement Learning for Self-Driving Vehicles,2023,IEEE Access,16,"In this research, a novel navigation algorithm for self-driving vehicles that avoids collisions with pedestrians and ad hoc obstacles is described. The proposed algorithm predicts the locations of ad hoc obstacles and wandering pedestrians by using an RGB-D depth sensor. Unique ad hoc-obstacle-aware mobility rules are presented considering those environmental uncertainties. A Deep Reinforcement Learning (DRL) algorithm is proposed as a decision-making technique (to steer the self-driving vehicle",gnn_rl,3,n/a
c2359d64b328471ce33400970580834d78525ae2,Real-time Road Network Optimization with Coordinated Reinforcement Learning,2023,ACM Transactions on Intelligent Systems and Technology,7,"Dynamic road network optimization has been used for improving traffic flow in an infrequent and localized manner. The development of intelligent systems and technology provides an opportunity to improve the frequency and scale of dynamic road network optimization. However, such improvements are hindered by the high computational complexity of the existing algorithms that generate the optimization plans. We present a novel solution that integrates machine learning and road network optimization. O",model_based_rl,3,0
5e3253fd1b0509d4629302c32768f3486139923c,Target Tracking and Path Planning of Mobile Sensor Based on Deep Reinforcement Learning,2023,2023 IEEE 12th Data Driven Control and Learning Systems Conference (DDCLS),5,"Path planning is a classical problem of artificial intelligence, with a wide range of applications in defense and military, road traffic, and robotics simulation. However, most of the existing path planning algorithms have the problems of a single environment, discrete action space, and manual modeling. As a machine learning method that does not require artificially providing training data to interact with the environment, the deep reinforcement learning obtained by reinforcement learning has fu",constrained_rl,3,n/a
123be8a270e20d2a0b1624d430e7b630867bd4ed,A Risk-aware Multi-objective Patrolling Route Optimization Method using Reinforcement Learning,2023,International Conference on Parallel and Distributed Systems,2,"In recent years, the burgeoning urban population, coupled with expanding urban dimensions and various sociodemographic factors, has led to an alarming escalation in criminal activities within urban centers. This escalation has further exacerbated the existing strain on police resources, rendering them increasingly inadequate for effective law enforcement. Concurrently, police patrol operations have emerged as a pivotal instrument in the ongoing battle against violent criminal activities. The jud",constrained_rl,3,n/a
2e1df3518d326aa87cf37a7f8e605af2ed4d7c30,Rerouting planning of suborbital debris hazard zone based on reinforcement learning DDPG,2023,Journal of Physics: Conference Series,1,"Aiming at the debris hazard area caused by the explosion and disintegration of the suborbital vehicle, the plane convex hull divide and conquer method is used to process the physical boundary which is in accordance with the air traffic control rules. On this basis, a new method of civil aircraft rerouting planning based on reinforcement learning DDPG algorithm is proposed. According to the state-action space DDPG algorithm, the reward function is optimized to achieve the effect of reasonable rou",constrained_rl,3,n/a
2f98731e821a280a7773159aecd6e08bb4d72cd0,SoC-VRP: A Deep-Reinforcement-Learning-Based Vehicle Route Planning Mechanism for Service-Oriented Cooperative ITS,2023,Electronics,15,"With the rapid development of emerging information technology and its increasing integration with transportation systems, the Intelligent Transportation System (ITS) is entering a new phase, called Cooperative ITS (C-ITS). It offers promising solutions to numerous challenges in traditional transportation systems, among which the Vehicle Routing Problem (VRP) is a significant concern addressed in this work. Considering the varying urgency levels of different vehicles and their different traveling",ev_routing,3,n/a
e69c1dca0665997659c32b845f922161e6c0d199,EMVLight: a Multi-agent Reinforcement Learning Framework for an Emergency Vehicle Decentralized Routing and Traffic Signal Control System,2022,Social Science Research Network,80,"Emergency vehicles (EMVs) play a crucial role in responding to time-critical calls such as medical emergencies and fire outbreaks in urban areas. Existing methods for EMV dispatch typically optimize routes based on historical traffic-flow data and design traffic signal pre-emption accordingly; however, we still lack a systematic methodology to address the coupling between EMV routing and traffic signal control. In this paper, we propose EMVLight, a decentralized reinforcement learning (RL) frame",gnn_rl,3,1
bac4e33e9d2ed23dde3f573b63c28705466dac90,Path planning for vehicle platoons under routing decisions: a distributed approach combining Deep Reinforcement Learning and Model Predictive Control,2022,"International Conference on Control, Decision and Information Technologies",5,"In this paper, the path planning problem under routing decisions is considered for platoons of autonomous vehicles moving in urban road networks. The key idea is to exploit and adequately combine arguments coming from two research fields: deep reinforcement learning and model predictive control. Along these lines, a novel control architecture is proposed and its feasibility formally proved. In particular, the high-level routing decisions arising from the distributed deep reinforcement learning o",gnn_rl,3,1
65c0dbf044f9eab5f4396235b6112da1e5a624b1,Dynamic stochastic electric vehicle routing with safe reinforcement learning,2022,Transportation Research Part E: Logistics and Transportation Review,150,"Dynamic routing of electric commercial vehicles can be a challenging problem since besides the uncertainty of energy consumption there are also random customer requests. This paper introduces the Dynamic Stochastic Electric Vehicle Routing Problem (DS-EVRP). A Safe Reinforcement Learning method is proposed for solving the problem. The objective is to minimize expected energy consumption in a safe way, which means also minimizing the risk of battery depletion while en route by planning charging w",model_based_rl,3,1
2bf877afe5c7e7a2cd74cd013d91a739cd6e0bcf,Risk-Aware Travel Path Planning Algorithm Based on Reinforcement Learning during COVID-19,2022,Sustainability,7,"The outbreak of COVID-19 brought great inconvenience to people’s daily travel. In order to provide people with a path planning scheme that takes into account both safety and travel distance, a risk aversion path planning model in urban traffic scenarios was established through reinforcement learning. We have designed a state and action space of agents in a “point-to-point” way. Moreover, we have extracted the road network model and impedance matrix through SUMO simulation, and have designed a Re",constrained_rl,3,1
3a44df8982f3535a32ed400b6adcca30e9712a89,Trip Planning for Autonomous Vehicles with Wireless Data Transfer Needs Using Reinforcement Learning,2022,IEEE International Conference on Mobile Adhoc and Sensor Systems,2,"With recent advancements in the field of commu-nications and the Internet of Things, vehicles are becoming more aware of their environment and are evolving towards full autonomy. Vehicular communication opens up the possibility for vehicle-to-infrastructure interaction, where vehicles could share information with components such as cameras, traffic lights, and signage that support a country's road system. As a result, vehicles are becoming more than just a means of transportation; they are colle",constrained_rl,3,0
fea92cc098380948287a86763392412689b721ea,Robust Path Selection in Software-defined WANs using Deep Reinforcement Learning,2022,arXiv.org,1,"In the context of an efficient network traffic engineering process where the network continuously measures a new traffic matrix and updates the set of paths in the network, an automated process is required to quickly and efficiently identify when and what set of paths should be used. Unfortunately, the burden of finding the optimal solution for the network updating process in each given time interval is high since the computation complexity of optimization approaches using linear programming inc",constrained_rl,3,n/a
46940d4765b64187e19cdae11c6a4319c8473bb3,Sustainable Urban Mobility: Developing Eco-friendly Transportation Systems with AI Integration,2022,International Journal of Research in Modern Engineering &amp; Emerging Technology,0,"Sustainable urban mobility presents multifaceted challenges tied to growing traffic congestion, vehicle emissions, and fluctuating energy demands. Integrating artificial intelligence (AI) into urban transportation offers transformative opportunities to address these challenges systematically using data-driven insights and adaptive control. This enhanced abstract deepens the overview by exploring the synergies among advanced AI techniques—such as ensemble machine learning for traffic forecasting,",ev_routing,3,n/a
3e6d4539ba76bbd0793cb0e8ba1f62ab244fbcbe,Energy management strategy of intelligent plug-in split hybrid electric vehicle based on deep reinforcement learning with optimized path planning algorithm,2021,"Proceedings of the Institution of mechanical engineers. Part D, journal of automobile engineering",16,"Energy management is a fundamental task and challenge of plug-in split hybrid electric vehicle (PSHEV) research field because of the complicated powertrain and variable driving conditions. Motivated by the foresight of intelligent vehicle and the breakthroughs of deep reinforcement learning framework, an energy management strategy of intelligent plug-in split hybrid electric vehicle (IPSHEV) based on optimized Dijkstra’s path planning algorithm (ODA) and reinforcement learning Deep-Q-Network (DQ",constrained_rl,3,n/a
76bb522f60b6feb2d5c4d3cb5a5f96e2d1379ff2,VeSoNet: Traffic-Aware Content Caching for Vehicular Social Networks based on Path Planning and Deep Reinforcement Learning,2021,arXiv.org,5,"Vehicular social networking is an emerging application of the promising Internet of Vehicles (IoV) which aims to achieve the seamless integration of vehicular networks and social networks. However, the unique characteristics of vehicular networks such as high mobility and frequent communication interruptions make content delivery to end-users under strict delay constrains an extremely challenging task. In this paper, we propose a social-aware vehicular edge computing architecture that solves the",constrained_rl,3,n/a
