include	paperId	title	year	venue	citationCount	source	pre_score
n/a	c79ae76db36f14550e607a7b8234b6542027f8e4	Deep Reinforcement Learning for Solving Electric Vehicle Routing Problems with Battery Swapping Station	2025	"Poster Volume ¥°  The 2025 Twenty-First International  Conference on Intelligent Computing July 26-29, 2025  Ningbo, China"	0	gnn_rl	2
n/a	e5426dd42467524e3888fb02576524d9fd454deb	Online Deep Reinforcement Learning Approach for Solving Dynamic Vehicle Routing Problems with Time Windows	2025	Chinese Control and Decision Conference	0	gnn_rl	2
n/a	f29e628b050c8590e7b24149138c5eb9ae6ca9fb	AlphaRouter: Bridging the Gap Between Reinforcement Learning and Optimization for Vehicle Routing with Monte Carlo Tree Searches	2025	Entropy	1	gnn_rl	2
n/a	efc8bc56becba522bc693b59897845ecddf66a6e	Electric vehicle routing with stochastic customers using deep reinforcement learning and graph convolutional networks	2025	Journal of Intelligent Transportation Systems / Taylor & Francis	2	gnn_rl	2
n/a	a78446a6181c834aa671434c2f2716720708df29	Three-Dimensional Autonomous Navigation of Unmanned Underwater Vehicle Based on Deep Reinforcement Learning and Adaptive Line-of-Sight Guidance	2025	Journal of Marine Science and Engineering	0	gnn_rl	2
n/a	0a946751e6cead93731017742605217bbb175dd8	Deep Reinforcement Learning based Autonomous Decision-Making for Cooperative UAVs: A Search and Rescue Real World Application	2025	arXiv.org	7	gnn_rl	2
n/a	cfae4062915ed49c33a29dcd5fd2c586587d91a3	Dynamic A* Heuristic Function Optimization Based on Deep Reinforcement Learning and Path Planning in Uncertain Environments	2025	2025 5th International Symposium on Computer Technology and Information Science (ISCTIS)	0	gnn_rl	2
n/a	99b88b96c29b712bc4f2e5eee4751c3c75a13d31	Learning-Aided Neighborhood Search for Vehicle Routing Problems	2025	IEEE Transactions on Pattern Analysis and Machine Intelligence	15	gnn_rl	2
n/a	2a0ad24c826c04578076e555c01a5d95ff046101	Topology-Aware Graph Reinforcement Learning for Dynamic Routing in Cloud Networks	2025	"Proceedings of the 2025 International Conference on Information Economy, Data Modeling and Cloud Computing"	10	gnn_rl	2
n/a	11e4b6621aa93eaece28fe08e39dd579fff25a41	Routing-Aware RL for Mobile Relay Navigation in Disconnected Ad Hoc Networks	2025	Conference on Network and Service Management	0	gnn_rl	2
n/a	45adc98406e4e87f0730a92cfc6b6f710e6752a9	Multi-Agent Pointer Transformer: Seq-to-Seq Reinforcement Learning for Multi-Vehicle Dynamic Pickup-Delivery Problems	2025	AAAI Conference on Artificial Intelligence	0	gnn_rl	2
n/a	5b9ee5fddfe6086b26844a18dfa1040b2045b127	"AI-Driven Vehicle Routing Optimization: A Hybrid Model Using GNN, PPO, Tabu Search, and Agentic Intelligence"	2025	E3S Web of Conferences	0	gnn_rl	2
n/a	9f2b812c170bdd0dc4b875d7d52eea9884c771bf	"DREAMer-VXS: A Latent World Model for Sample-Efficient AGV Exploration in Stochastic, Unobserved Environments"	2025	arXiv.org	0	model_based_rl	2
n/a	8d53378e0a01f22f32ecbb93d373e3d1807e4f7e	Coordinating Ride-Pooling with Public Transit using Reward-Guided Conservative Q-Learning: An Offline Training and Online Fine-Tuning Reinforcement Learning Framework	2025	Transportation Research Part C: Emerging Technologies	10	model_based_rl	2
n/a	55f49e3982971689ea7d64af0bc3675a2c9ebce8	Marine Voyage Optimization and Weather Routing with Deep Reinforcement Learning	2025	Journal of Marine Science and Engineering	17	model_based_rl	2
n/a	5f985665e1a6dcb55082f52be301db9d264b173f	Mapless autonomous navigation for UGV in cluttered off-road environment with the guidance of wayshowers using deep reinforcement learning	2025	Applied intelligence (Boston)	3	model_based_rl	2
n/a	c49c697d33eb7662381a62a90dca9fa6c058fa66	Path Planning for Agricultural UAVs Based on Deep Reinforcement Learning and Energy Consumption Constraints	2025	Agriculture	8	constrained_rl	2
n/a	513a24b9da844c20996e499bf3b614f0f822032c	Multiobjective Cooperative Path Planning of Uncrewed Surface Vehicle Based on Deep Reinforcement Learning	2025	IEEE Internet of Things Journal	15	constrained_rl	2
n/a	2569f7d710b27d3b8a7709cb7c7726adecde4a76	Dynamic Charging and Path Planning for UAV-Powered Rechargeable WSNs Using Multi-Agent Deep Reinforcement Learning	2025	IEEE Transactions on Automation Science and Engineering	32	constrained_rl	2
n/a	f67088837c83e8c06f10077c7d2fa3fd6520d31f	Deep reinforcement learning for path planning of autonomous mobile robots in complicated environments	2025	Complex & Intelligent Systems	17	constrained_rl	2
n/a	8ddbd6dccc2674c5dad2b962465014bd8c73f705	Deep Reinforcement Learning for Zero-Shot Coverage Path Planning With Mobile Robots	2025	IEEE/CAA Journal of Automatica Sinica	14	constrained_rl	2
n/a	58ab23e22077091157a0803a31187c59a0a8d90d	Novel deep reinforcement learning based collision avoidance approach for path planning of robots in unknown environment	2025	PLoS ONE	12	constrained_rl	2
n/a	e44f9ef220154b90cb0669bbae29fa6c5b89318a	Underactuated Navigation Actor-Critic Deep Reinforcement Learning Framework for Holistic Path Planning of Uncrewed Surface Vehicles	2025	IEEE transactions on intelligent transportation systems (Print)	11	constrained_rl	2
n/a	a4effea43f70266b649304b375c8d3619a111edb	A 3D Spatial Information Compression Based Deep Reinforcement Learning Technique for UAV Path Planning in Cluttered Environments	2025	IEEE Open Journal of Vehicular Technology	10	constrained_rl	2
n/a	418957cc5b4900fbf17277947386ab52315c2f32	Semantically-Driven Deep Reinforcement Learning for Inspection Path Planning	2025	IEEE Robotics and Automation Letters	6	constrained_rl	2
n/a	d9a032448f46c1e0cd54e2ef46eadb4990990035	A Complete Coverage Path Planning Algorithm for Lawn Mowing Robots Based on Deep Reinforcement Learning	2025	Italian National Conference on Sensors	8	constrained_rl	2
n/a	b0548667013981276fa5f40c07ad52e794569612	Coverage Path Planning Using Actor?Critic Deep Reinforcement Learning	2025	Italian National Conference on Sensors	7	constrained_rl	2
n/a	0da4bc009af60a248850f83b22bd666d34f681f9	PG-ITD3: A Potential Field-Guided Deep Reinforcement Learning Approach for UAV Path Planning After Disaster	2025	IEEE Transactions on Automation Science and Engineering	6	constrained_rl	2
n/a	ca80b06112836d86821f071ec3e8978cca9af83f	ST-D3QN: Advancing UAV Path Planning With an Enhanced Deep Reinforcement Learning Framework in Ultra-Low Altitudes	2025	IEEE Access	3	constrained_rl	2
n/a	89fca67b9b4da6f51d8d50443878cafc2779fa8c	Obstacle Avoidance Path Planning for Delta Robots Based on Digital Twin and Deep Reinforcement Learning	2025	"Computers, Materials &amp; Continua"	5	constrained_rl	2
n/a	31f0b4489eeb6ce19fca7d3b884097b07c4b5b28	A Hybrid Path Planning Framework Integrating Deep Reinforcement Learning and Variable-Direction Potential Fields	2025	Mathematics	5	constrained_rl	2
FALSE	c9d78ff6603eb055895d1006660e7ff390d13c44	Dynamic Path Planning for Vehicles Based on Causal State-Masking Deep Reinforcement Learning	2025	Algorithms	4	constrained_rl	2
n/a	0742cd8fdd918d31f577b4f2e95d51e21ab762d4	Crowd evacuation path planning and simulation method based on deep reinforcement learning and repulsive force field	2025	Applied intelligence (Boston)	5	constrained_rl	2
n/a	b010857891e651e72926467c8518f032118ff770	A Survey of Research and Applications of Optimal Path Planning Based on Deep Reinforcement Learning	2025	ITM Web of Conferences	3	constrained_rl	2
n/a	49ea7c3f52b2ef2e1cd9d2bb4a9b875a43c315eb	The Emergence of Deep Reinforcement Learning for Path Planning	2025	"IEEE International Conference on Systems, Man and Cybernetics"	4	constrained_rl	2
n/a	a0628bff2cc907d23ff1a080d66b711386edef3e	Application and performance analysis of deep reinforcement learning algorithm in path planning of dual-arm robots	2025	"International Conference on Algorithms, Image Processing, and Deep Learning"	0	constrained_rl	2
n/a	d2082a992556d04c1ae5d4610252c65920091ee9	Intelligent Multi-Objective Path Planning for Unmanned Surface Vehicles via Deep and Fuzzy Reinforcement Learning	2025	Journal of Marine Science and Engineering	3	constrained_rl	2
n/a	7678086c15d8a848dc30fd8d475a2c94084b5c00	Robot Path Planning in Crowd Environments via Dynamic Interaction Modeling and Deep Reinforcement Learning	2025	2025 IEEE 14th Data Driven Control and Learning Systems (DDCLS)	0	constrained_rl	2
n/a	785f81f5bed5d5c9bbe04e5e359729e2474e7d70	Dynamic Path Planning and Multi-Objective Task Execution for Maneuvering Platforms Based on Deep Reinforcement Learning	2025	2025 IEEE 14th Data Driven Control and Learning Systems (DDCLS)	0	constrained_rl	2
n/a	a05d3a6f407b3c1c0bf8b7cec491f14405cecc3b	Model-Based AUV Path Planning Using Curriculum Learning and Deep Reinforcement Learning on a Simplified Electronic Navigation Chart	2025	Applied Sciences	5	constrained_rl	2
n/a	81403b0731bdadc55ec1812961353c39e8caaf22	Rough-Terrain Path Planning Based on Deep Reinforcement Learning	2025	Applied Sciences	4	constrained_rl	2
n/a	d11e2e0ad778a252e6730897e1a356c186f9e3a9	Research on Cooperative Path Planning for UAVs Based on Multi-agent Deep Reinforcement Learning	2025	2025 IEEE 14th Data Driven Control and Learning Systems (DDCLS)	0	constrained_rl	2
n/a	bb2673cd9a1983f0f6a5e54929ea6bf37dfb65b2	Hierarchical Control Framework for Path Planning of Mobile Robots in Dynamic Environments Through Global Guidance and Reinforcement Learning	2025	IEEE Internet of Things Journal	29	constrained_rl	2
n/a	b1ebafd32b4b7169deedb5cd05d2197d497dc68e	A novel reinforcement learning-based multi-operator differential evolution with cubic spline for the path planning problem	2025	Artificial Intelligence Review	20	constrained_rl	2
n/a	651e481dbe4868231fb83a34f96b5dcae748c9a9	Robust Intelligent Guidance Method for Distant Retrograde Orbit Station-Keeping	2025	Journal of Guidance Control and Dynamics	1	constrained_rl	2
n/a	1ec62c639bb0e285e1deee84817a014741fe5e13	Adaptive Conformal Guidance for Learning under Uncertainty	2025		0	constrained_rl	2
n/a	1cda9faa9149248ec8e5a087a1685ec2ddf8cb1d	Intelligent Planning and Visual Guidance of Helicopter Air Navigation Path Based on Deep Learning	2025	"2025 IEEE 3rd International Conference on Electrical, Automation and Computer Engineering (ICEACE)"	0	constrained_rl	2
n/a	c82f8b45cb61581c1f2854b770c668a60f6f3256	Token-specific deep reinforcement learning for energy-efficient capacitated electric vehicle routing problems	2025	Applied Energy	14	ev_routing	2
n/a	33c3962444be484802b0f97d0ec6386c57300e60	Federated Reinforcement Learning for Intelligent Route Planning in Aerial-Terrestrial Network	2025	IEEE Internet of Things Journal	6	ev_routing	2
n/a	86b9f71325c0446e8ac81253d57e7bac931a6a00	Attention-Enhanced Deep Reinforcement Learning for Electric Vehicle Routing Optimization	2025	IEEE Transactions on Transportation Electrification	7	ev_routing	2
n/a	9aeae1b60197204b790229c47202f281819a3cbb	A Deep Reinforcement Learning-Based Adaptive Large Neighborhood Search for Capacitated Electric Vehicle Routing Problems	2025	IEEE Transactions on Emerging Topics in Computational Intelligence	16	recent_2025	2
n/a	fc193e4e882522177ea1d4391629d45cae44250b	Synergetic attention-driven transformer: A deep reinforcement learning approach for vehicle routing problems	2025	Expert systems with applications	18	recent_2025	2
n/a	352b0511738665f38b121e444b4a952628843850	Enhanced vehicle routing for medical waste management via hybrid deep reinforcement learning and optimization algorithms	2025	Frontiers Artif. Intell.	10	recent_2025	2
n/a	48f67792669dff4b6bbfe9df987b2e6d47a790a5	Reinforcement Learning for Solving the Pricing Problem in Column Generation: Applications to Vehicle Routing	2025	arXiv.org	1	recent_2025	2
n/a	9dcb87f8fd3c6387dfe9bd036ea140e816e97238	A Reinforcement Learning Framework for Scalable Partitioning and Optimization of Large-Scale Capacitated Vehicle Routing Problems	2025	Electronics	0	recent_2025	2
n/a	023550b694abf8266154758a4097ac63f8eb89eb	A Hierarchical Reinforcement Learning Based Framework for Solving Complex Vehicle Routing Problems	2025	2025 Asian Conference on Artificial Intelligence Technology (ACAIT)	0	recent_2025	2
n/a	9dad52ab92e3f2b641bb1dac77b8777860a3d956	Diverse route-driven deep reinforcement learning for vehicle routing problems	2025	Neurocomputing	8	recent_2025	2
n/a	572a91f43e16eab6005eca78aefb78ba4f833dfd	Deep reinforcement learning with evolutionary algorithm-guided imitation for capacitated vehicle routing problems	2025	Applied Soft Computing	4	recent_2025	2
n/a	0a9b5261e0511702c15d1f89d005b834d924f2b0	MTL-KD: Multi-Task Learning Via Knowledge Distillation for Generalizable Neural Vehicle Routing Solver	2025	arXiv.org	10	recent_2025	2
n/a	010f4d96871852a1bf9cf31d20b8824f32910dc2	Rethinking Light Decoder-based Solvers for Vehicle Routing Problems	2025	International Conference on Learning Representations	33	recent_2025	2
n/a	3ef2ae86e7e325dd020120503258918d773f72cb	Hybrid Deep Reinforcement Learning for UAV Inspection in Large-Scale Wind Farms: Deployment and Routing Optimization	2025	IEEE Transactions on Industrial Informatics	5	recent_2025	2
n/a	e98e6aff6d3a6ca28c51224699e18d578602b582	A Hybrid Framework Combining Heuristic Search and Reinforcement Learning for Multi-Objective Cold Chain Vehicle Path Optimization	2025	2025 IEEE 4th International Conference of Safe Production and Informatization (IICSPI)	1	recent_2025	2
n/a	343087cc6a203c0aaa3a5f9395ebfacb72814dde	Towards Constraint-Based Adaptive Hypergraph Learning for Solving Vehicle Routing: An End-to-End Solution	2025	arXiv.org	3	recent_2025	2
n/a	373e88743b16b182811e8660383a4eeb91fbc3fc	TuneNSearch: a hybrid transfer learning and local search approach for solving vehicle routing problems	2025	Computers & Operations Research	3	recent_2025	2
n/a	2dc495b41707b59e7c64406bfbd0e57c332339b3	Deep Reinforcement Learning algorithm for Capacitated Pollution Routing Problem	2025	2025 IEEE 5th International Conference on Sustainable Energy and Future Electric Transportation (SEFET)	0	recent_2025	2
n/a	f80d77f2455be4f73d3201fedee97e7ddc257c18	End-to-end Deep Reinforcement Learning for Stochastic Multi-objective Optimization in C-VRPTW	2025	Trans. Mach. Learn. Res.	1	recent_2025	2
n/a	3564fa84740573bf226bcea29f48b3523879705f	eCharge: Deep Reinforcement Learning Framework for Multi-Objective Electric Vehicle Charging Route Planning	2025	"2025 IEEE 25th International Symposium on Cluster, Cloud and Internet Computing Workshops (CCGridW)"	1	recent_2025	2
n/a	4a891a4140092c6eedc165a7195cace80b9a1464	Deep Reinforcement Learning for Solving Vehicle Routing Problems With Backhauls	2024	IEEE Transactions on Neural Networks and Learning Systems	61	gnn_rl	2
n/a	e0245309dc495a9765933243093216ef31b52a48	Gase: graph attention sampling with edges fusion for solving vehicle routing problems	2024	Memetic Computing	7	gnn_rl	2
n/a	d3dc0824016c36a14ae2459a58b30cb3e57ff0d1	Graph Attention Network Enhanced Reinforcement Learning for Collaborative USV Patrolling	2024	2024 IEEE International Conference on Unmanned Systems (ICUS)	0	gnn_rl	2
n/a	67616c3a13eb2a130b9b064b1f5cac426c5ae23a	Collaborative Deep Reinforcement Learning for Solving Multi-Objective Vehicle Routing Problems	2024	Adaptive Agents and Multi-Agent Systems	10	gnn_rl	2
n/a	90a533de07a3e8eb2909e634486a1449559862c9	Solving Integrated Process Planning and Scheduling Problem via Graph Neural Network Based Deep Reinforcement Learning	2024	arXiv.org	7	gnn_rl	2
n/a	303b415669a630392b35df6b6ad25195dd929d41	Multiobjective Vehicle Routing Optimization With Time Windows: A Hybrid Approach Using Deep Reinforcement Learning and NSGA-II	2024	IEEE transactions on intelligent transportation systems (Print)	17	gnn_rl	2
n/a	b9f0ba17f3f6af1b076413ed8d7a4b7419d4560f	A Flexible Vehicle Routing Reinforcement Learning Environment for the Reusability of Trained Agents	2024	International Conference on Computing: Theory and Applications	0	model_based_rl	2
n/a	7973ac3388f14b3949e9a14796046a0e5929d5d2	Deep Reinforcement Learning for Multi-Truck Vehicle Routing Problems with Multi-Leg Demand Routes	2024	arXiv.org	2	model_based_rl	2
n/a	cb986c9b3f61ba099c632177eadff39138368f41	Multi-Task Multi-Objective Evolutionary Search Based on Deep Reinforcement Learning for Multi-Objective Vehicle Routing Problems with Time Windows	2024	Symmetry	8	model_based_rl	2
n/a	1c9a0ebc7d4d165ab0898eec1304f16404888e49	A comparison of reinforcement learning policies for dynamic vehicle routing problems with stochastic customer requests	2024	Computers & industrial engineering	13	model_based_rl	2
n/a	aaef5d86cc86ac9651afbb507803ce1b17f60df7	Online intelligent dispatching strategy of housekeeping order based on multi-agent reinforcement learning	2024	ICAIE	0	model_based_rl	2
n/a	1a74203640ec8957c5b3555dc9915a4ff4a76f6e	Deep reinforcement learning path planning and task allocation for multi-robot collaboration	2024	Alexandria Engineering Journal	35	constrained_rl	2
n/a	dfe750289e6ae9585981d2d7bea7f58e493fdf56	PyroTrack: Belief-Based Deep Reinforcement Learning Path Planning for Aerial Wildfire Monitoring in Partially Observable Environments	2024	American Control Conference	6	constrained_rl	2
n/a	52b246303dc2f56012b4eeb42adf5514924ed18a	Deep Reinforcement Learning With Dynamic Graphs for Adaptive Informative Path Planning	2024	IEEE Robotics and Automation Letters	41	constrained_rl	2
n/a	fa5a8ecb18a856e96c0c48cef44db8894e76fc17	Dynamic Scene Path Planning of UAVs Based on Deep Reinforcement Learning	2024	Drones	41	constrained_rl	2
n/a	e67ea19ed6a8f7061e3ff2405bb952ca2754bb8f	Multi-UAV simultaneous target assignment and path planning based on deep reinforcement learning in dynamic multiple obstacles environments	2024	Frontiers Neurorobotics	45	constrained_rl	2
n/a	335d84dbe9d7e101648bcb1e3a6f4b0bd45415e8	Deep Reinforcement Learning in Autonomous Car Path Planning and Control: A Survey	2024	arXiv.org	34	constrained_rl	2
n/a	c76350dcfe3ba118e92a713ccc74646dacab356a	Deep Reinforcement Learning Assisted UAV Path Planning Relying on Cumulative Reward Mode and Region Segmentation	2024	IEEE Open Journal of Vehicular Technology	29	constrained_rl	2
n/a	6771cb4ad3863f8dc574c5f57cf902d87a7ee881	Improve exploration in deep reinforcement learning for UAV path planning using state and action entropy	2024	Measurement science and technology	22	constrained_rl	2
n/a	98102a9a5a2ef417661788ef4e8ab566e2075f31	Cooperative Coverage Path Planning for Multi-Mobile Robots Based on Improved K-Means Clustering and Deep Reinforcement Learning	2024	Electronics	20	constrained_rl	2
n/a	f924843a3d603d5eb1405c8a7e465066be800e33	An Improved Deep Reinforcement Learning Algorithm for Path Planning in Unmanned Driving	2024	IEEE Access	16	constrained_rl	2
n/a	aa4a0f40dcd79ec3ce8c385eb69a84e2b90db7b6	Deep Reinforcement Learning With Multicritic TD3 for Decentralized Multirobot Path Planning	2024	IEEE Transactions on Cognitive and Developmental Systems	15	constrained_rl	2
n/a	1cd2c34771ece5c7044043263ed00bec9555f27c	"Recent progress, challenges and future prospects of applied deep reinforcement learning : A practical perspective in path planning"	2024	Neurocomputing	100	constrained_rl	2
n/a	e882105e419cdd6a4ee8787d76e3c92526d6d9bd	Lunar Rover Collaborated Path Planning with Artificial Potential Field-Based Heuristic on Deep Reinforcement Learning	2024	Aerospace	17	constrained_rl	2
n/a	1903fb37dc5dc8ed2fe4c8b4d3479d9211b15377	Path planning of autonomous underwater vehicle in unknown environment based on improved deep reinforcement learning	2024	Ocean Engineering	35	constrained_rl	2
n/a	2524bce92530e7e34911be49b6cc47b9e30b5d4f	Path planning of stratospheric airship in dynamic wind field based on deep reinforcement learning	2024	Aerospace Science and Technology	41	constrained_rl	2
n/a	b7c7d00b2d3a9492640f6164b81a1a72e85b5981	A path planning method based on deep reinforcement learning for AUV in complex marine environment	2024	Ocean Engineering	36	constrained_rl	2
n/a	e21063549ba52de13ad91c74f828b69c07e4aad4	Deep reinforcement learning-based path planning method for underwater gliders in unknown 3D marine environment	2024	Ships and Offshore Structures	13	constrained_rl	2
n/a	eee5a327e2a039ccc43b6aec54239afb4c3ccd2c	An Algorithm of Complete Coverage Path Planning for Deep?Sea Mining Vehicle Clusters Based on Reinforcement Learning	2024	Advanced Theory and Simulations	13	constrained_rl	2
n/a	dd70142c564f519c5e323e7eb6443f4a580e42e9	The Wide-Area Coverage Path Planning Strategy for Deep-Sea Mining Vehicle Cluster Based on Deep Reinforcement Learning	2024	Journal of Marine Science and Engineering	15	constrained_rl	2
n/a	7f3b9aeed33048460284331c41f66fc54d63f36a	Research on Path Planning of Agricultural UAV Based on Improved Deep Reinforcement Learning	2024	Agronomy	15	constrained_rl	2
n/a	a1eb3ede2f331275af7bcb643ff23bc72ad7a965	Manipulation-Compliant Artificial Potential Field and Deep Q-Network: Large Ships Path Planning Based on Deep Reinforcement Learning and Artificial Potential Field	2024	Journal of Marine Science and Engineering	11	constrained_rl	2
n/a	e924b59b86b71cfe41c923aafbc8df87caecd0c7	Integrating deep reinforcement learning and improved artificial potential field method for safe path planning for mobile robots	2024	Robotic Intelligence and Automation	10	constrained_rl	2
n/a	84d8bf2f2970ea31a92df41f579e8d4d9c40f6fd	A path planning method based on deep reinforcement learning for crowd evacuation	2024	Journal of Ambient Intelligence and Humanized Computing	9	constrained_rl	2
n/a	5200b905e30e924cb591cab37ba79d5e7742a7e0	Path Planning Algorithms for Mobile Robots Based on Deep Reinforcement Learning	2024	Highlights in Science Engineering and Technology	2	constrained_rl	2
n/a	0f06d3c57c7e9041fa3ce79c7ed258fa3ff80d3e	Multi-Objective Dynamic Path Planning with Multi-Agent Deep Reinforcement Learning	2024	Journal of Marine Science and Engineering	8	constrained_rl	2
n/a	3aee5ed3cd52240eea6f78848b071cea65ee1f53	A generalisable tool path planning strategy for free-form sheet metal stamping through deep reinforcement and supervised learning	2024	Journal of Intelligent Manufacturing	10	constrained_rl	2
n/a	74499cdf96a40bed4321765882e35d73a6270876	Optimization of Spinal Surgery Robot Path Planning Using Deep Reinforcement Learning	2024	"2024 First International Conference on Software, Systems and Information Technology (SSITCON)"	2	constrained_rl	2
n/a	11ce711c80486cc7bb9ecfca1b1aec0d89d3a25a	Hybrid path planning and following of a quadrotor UAV based on deep reinforcement learning	2024	Chinese Control and Decision Conference	3	constrained_rl	2
n/a	66c967c3862475b99bcb9a21df077285385eb4ca	Deep Reinforcement Learning Approach for UAV Search Path Planning In Discrete Time and Space	2024	International Conference on Wireless Communications and Mobile Computing	4	constrained_rl	2
n/a	7129e1078b22deab962a3ba7b2dcd6ab9c567045	On Hierarchical Path Planning Based on Deep Reinforcement Learning in Off- Road Environments	2024	"International Conference on Automation, Robotics and Applications"	6	constrained_rl	2
n/a	fbd6eef6b6c8bf0c4085256d2bc463163e6810bc	Research on Path Planning Methods of Intelligent Inspection Robots Based on Deep Reinforcement Learning	2024	2024 4th Asia-Pacific Conference on Communications Technology and Computer Science (ACCTCS)	1	constrained_rl	2
n/a	64920abaeb21972a31ae1369aa10f00dbda1453c	Deep Reinforcement Learning-Based (DRLB) Optimization for Autonomous Driving Vehicle Path Planning	2024	"International Conference Electronic Systems, Signal Processing and Computing Technologies [ICESC-]"	3	constrained_rl	2
n/a	7420db35a624d833ad610dd854a1da0037938b80	AUV path planning based on improved IFDS and deep reinforcement learning	2024	International Journal of Advanced Robotic Systems	3	constrained_rl	2
n/a	31f36a747ba615bd8d5c4166fda25150542c3b17	Deep Reinforcement Learning-Based Path Planning for Dynamic and Heterogeneous Environments	2024	2024 Panhellenic Conference on Electronics & Telecommunications (PACET)	6	constrained_rl	2
n/a	e1637115abaed3e7ec109a93ae203dad2da24b1d	Learn Once Plan Arbitrarily (LOPA): Attention-Enhanced Deep Reinforcement Learning Method for Global Path Planning	2024	arXiv.org	2	constrained_rl	2
n/a	f7f80c35808da7e89c5ebd9f38d8e012dd1f4952	Random Network Distillation Based Deep Reinforcement Learning for AGV Path Planning	2024	2024 IEEE Intelligent Vehicles Symposium (IV)	6	constrained_rl	2
n/a	30a936c6bd108214d16dd08a8e78a8b7227d73fd	An Attention-aware Deep Reinforcement Learning Framework for UAV-UGV Collaborative Route Planning	2024	IEEE/RJS International Conference on Intelligent RObots and Systems	10	constrained_rl	2
n/a	79e1196f8bf414d2d22d4ed53dc1f339bd70211c	RL-Planner: Reinforcement Learning-Enabled Efficient Path Planning in Multi-UAV MEC Systems	2024	IEEE Transactions on Network and Service Management	16	constrained_rl	2
n/a	2713b963741b8482a2bdb0a97f1e4e409c595369	Research on improving visual adaptive route planning of distribution network UAV by using deep learning technology	2024	International Journal of Low-Carbon Technologies	0	constrained_rl	2
n/a	c4ffeba6823657f3fcdde719c54702d06ea5122c	An Improved Ant Colony Algorithm with Deep Reinforcement Learning for the Robust Multiobjective AGV Routing Problem in Assembly Workshops	2024	Applied Sciences	9	constrained_rl	2
n/a	441116d9a09c9cfa27a0a0d19d46502178340a24	Robust Route Planning under Uncertain Pickup Requests for Last-mile Delivery	2024	The Web Conference	15	constrained_rl	2
n/a	8ef4b8da570aaacfa82787c9fd9ccc2f101ef402	AI-Driven Route Planning and Scheduling for Electric School Buses	2024	International Journal of Computing and Engineering	0	ev_routing	2
n/a	2a9a6d7127d76bbee3ac0cca792ee505c177cc44	Decentralized Navigation With Heterogeneous Federated Reinforcement Learning for UAV-Enabled Mobile Edge Computing	2024	IEEE Transactions on Mobile Computing	29	recent_2025	2
FALSE	c6b6610863cd187238aa395283e6ea7830f3e194	Electric Vehicle Routing for Emergency Power Supply with Deep Reinforcement Learning	2024	Adaptive Agents and Multi-Agent Systems	2	recent_2025	2
n/a	46c63286b7bc474b17c2d83417d3e9873eda97fa	A Reinforcement Learning-assisted Evolutionary Computing Approach to Capacitated Vehicle Routing with Time Windows	2024	GECCO Companion	1	recent_2025	2
n/a	e7211d9bc551894af2e5b86a936026444ea18e0e	Reinforcement Learning-Driven Enhancement of Medical Waste Collection within Capacity-Homogeneous Vehicle Routing	2024	IJCI. International Journal of Computers and Information	4	recent_2025	2
n/a	415e4be7cb7816b41b613126bc3e27c59c00b1fd	Deep Reinforcement Learning with Detour Estimation for Vehicle Routing Problems	2024	Chinese Control and Decision Conference	0	recent_2025	2
n/a	3f8e70c76b5c1db330f3745aedf80b6b195a59f2	Graph attention reinforcement learning with flexible matching policies for multi-depot vehicle routing problems	2023	Physica A: Statistical Mechanics and its Applications	27	gnn_rl	2
n/a	7275e0f368cd021d7ce2051b97d315ed2a1248b0	Coalitional Bargaining via Reinforcement Learning: An Application to Collaborative Vehicle Routing	2023	arXiv.org	5	model_based_rl	2
n/a	82e8fa4b6cec35289c68011138f15ff0164d5b77	Fair collaborative vehicle routing: A deep multi-agent reinforcement learning approach	2023	Transportation Research Part C: Emerging Technologies	25	model_based_rl	2
n/a	7a0ce2441da2c83d1429c97e612d763e2f5ad62c	Enhancing Vehicle Routing Solutions Through Attention-Based Deep Reinforcement Learning	2023	2023 5th International Conference on Data-driven Optimization of Complex Systems (DOCS)	1	model_based_rl	2
n/a	cc3c62f71f756baf14d0df24aa162fb23a0c0d3b	An Information-Assisted Deep Reinforcement Learning Path Planning Scheme for Dynamic and Unknown Underwater Environment	2023	IEEE Transactions on Neural Networks and Learning Systems	25	constrained_rl	2
n/a	c5933d3a9e3c816a14fd668b1093f47b07cd678d	Learning to Recharge: UAV Coverage Path Planning through Deep Reinforcement Learning	2023	arXiv.org	14	constrained_rl	2
n/a	95ab1ce8c75785d14b488be981d0d34bd9bd2503	Action Guidance-Based Deep Interactive Reinforcement Learning for AUV Path Planning	2022	"2022 International Conference on Machine Learning, Control, and Robotics (MLCR)"	4	gnn_rl	2
n/a	d953c3772a9b675e777c46955ead67e5a6b92df1	Deep Reinforcement Learning Model for Blood Bank Vehicle Routing Multi-Objective Optimization	2022	Computers Materials & Continua	2	model_based_rl	2
n/a	1981fdfc760b875512568e2417791ee66f1936b0	Constrained Reinforcement Learning for Vehicle Motion Planning with Topological Reachability Analysis	2022	Robotics	36	constrained_rl	2
n/a	d93a255e9e94d2f718e83600fd20b4e0373be43c	Deep Reinforcement Learning for Trajectory Path Planning and Distributed Inference in Resource-Constrained UAV Swarms	2022	IEEE Internet of Things Journal	54	constrained_rl	2
